id,tenant_id,sku,name,price_cents,stock,image_url,metadata,created_at,updated_at,marketing_description,image_gallery,custom_cta,social_links,custom_branding,custom_sections,landing_page_theme,audit_log_id,availability,brand,category_path,directory_category_id,condition,currency,description,eligibility_reason,gtin,item_status,location_id,merchant_name,mpn,price,quantity,search_tsv,sync_status,synced_at,title,visibility,manufacturer,source,enrichment_status,enriched_at,enriched_by,enriched_from_barcode,missing_images,missing_description,missing_specs,missing_brand,sale_price_cents,payment_gateway_type,payment_gateway_id,product_type,digital_delivery_method,digital_assets,access_duration_days,download_limit,license_type,has_variants,is_featured,featured_at,featured_until,featured_priority,featured_type,product_slug
sid-jw2g3ftw,tid-m8ijkrnk,qsid-1767098488111,Levi#x27;s 511 Slim Fit Jeans - Men#x27;s 32x32,1299,6,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-4eosklt0/original-1765615419382.jpg,null,2025-12-30 12:45:09.333,2026-03-23 16:54:00.766,,{},,,,{},default,,in_stock,Levi's,{clothing},scid-tid-m8ijkrnk-m51zjc,brand_new,USD,"A modern slim with room to move, the 511 Slim Fit Jeans are a classic since right now.",,,active,,,,12.99,,,pending,,Levi#x27;s 511 Slim Fit Jeans - Men#x27;s 32x32,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,t,f,,,0,seasonal,lpc_qsid-1767098488111_clothing_sid-jw2g3ftw_2c5aeeae
sid-vgvwthih,tid-lt2t1wzu,KFTF-PHYS-SHIP-PUBL-ETZZ,"Unsalted Butter, 16 oz",599,46,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-jj3l1lud/original-1765232560457.jpg,null,2026-01-18 03:15:05.046,2026-03-19 02:54:25.551,,{},,,,{},default,,in_stock,Land O'Lakes,{dairy-eggs},tid-lt2t1wzu_dairy-eggs,brand_new,USD,"A 16 oz block of high-quality, unsalted butter perfect for baking and cooking.",,,trashed,,,,5.99,,,pending,,"Unsalted Butter, 16 oz",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,,lpc_KFTF-PHYS-SHIP-PUBL-ETZZ_dairy-eggs_sid-vgvwthih_fd89283d
sid-izrtgw3h,tid-042hi7ju,qsid-1766436571323,Garden Delight 4-Piece Outdoor Furniture Set,24999,45,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-m3yv1i2f/original-1766436679322.jpg,"{""features"": [""Weather-resistant wicker construction ensures durability and longevity."", ""Includes plush cushions for ultimate comfort and relaxation."", ""Tempered glass tabletop adds a touch of elegance and is easy to clean."", ""Set includes a sofa, two armchairs, and a coffee table for a complete outdoor living space."", ""Easy to assemble with clear instructions and all necessary tools included.""], ""specifications"": {""color"": ""Brown wicker, beige cushions"", ""material"": ""Weather-resistant wicker, polyester cushions, tempered glass"", ""warranty"": ""1 year manufacturer's warranty"", ""dimensions"": {""sofa"": ""52 inches width x 30 inches depth x 35 inches height"", ""armchair"": ""30 inches width x 30 inches depth x 35 inches height"", ""coffee table"": ""43 inches width x 24 inches depth x 18 inches height""}, ""weightCapacity"": {""sofa"": ""500 lbs"", ""armchair"": ""250 lbs each""}, ""assemblyRequired"": ""Yes""}, ""enhancedDescription"": ""Transform your garden into a serene oasis with the Garden Delight 4-Piece Outdoor Furniture Set from Outdoor Oasis. This exquisite set includes a two-seater sofa, two armchairs, and a coffee table, all designed to create a harmonious look in any outdoor space. Crafted with durability and style in mind, each piece features weather-resistant wicker and plush, comfortable cushions that are perfect for hours of conversation or solitude under the sky. The coffee table is topped with tempered glass, providing a safe and stylish surface for drinks and snacks. Whether you're hosting a garden party or enjoying a quiet morning with a book, the Garden Delight set ensures your outdoor living space is as beautiful and inviting as the indoors.""}",2026-03-26 01:33:44.033,2026-03-26 01:33:44.031,,{},null,null,null,{},default,,in_stock,Outdoor Oasis,{home-garden},scid-tid-042hi7ju-kp4mek,brand_new,USD,A luxurious 4-piece outdoor furniture set perfect for entertaining and relaxing in your garden.,,,active,,,,249.99,,,pending,,Garden Delight 4-Piece Outdoor Furniture Set,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766436571323_home-garden_sid-izrtgw3h_b35d9df2
sid-7uaxcwgs,tid-042hi7ju,qsid-1766436571329,Galactic Explorer Space Station Playset,4999,98,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/original-1766436736926.jpg,"{""features"": [""Highly detailed space station module for realistic play"", ""Includes two posable astronaut figures"", ""Comes with a miniature spaceship for extended play"", ""Encourages imagination and storytelling"", ""Helps develop fine motor skills""], ""specifications"": {""size"": ""18 inches width x 12 inches height"", ""material"": ""Non-toxic ABS plastic"", ""quantity"": ""1 playset (includes space station, 2 figures, spacecraft)"", ""age range"": ""3 years and up""}, ""enhancedDescription"": ""Embark on interstellar adventures with the Galactic Explorer Space Station Playset from Star Voyagers. Designed to inspire young minds and foster a love for space exploration, this playset is a gateway to endless imaginative play. The highly detailed space station module serves as the central hub for your child's galactic adventures, featuring realistic designs that mimic actual space stations. Two posable astronaut figures are included, allowing kids to create their own space missions. The miniature spaceship complements the set, designed for spacewalks and exploring the far reaches of the playroom galaxy.\n\nNot only does this playset encourage creative storytelling, but it also helps develop fine motor skills as children assemble the space station and navigate the astronauts through daring space missions. The Galactic Explorer Space Station Playset is the perfect gift for budding space enthusiasts, offering a fun and educational experience that blends playtime with learning about the universe.""}",2026-03-26 01:33:31.756,2026-03-26 01:33:31.754,,{},null,null,null,{},default,,in_stock,Star Voyagers,{toys-games},scid-tid-042hi7ju-0biqxp,brand_new,USD,"A comprehensive playset for aspiring astronauts, complete with a detailed space station, two astronaut figures, and a miniature spaceship.",,,active,,,,49.99,,,pending,,Galactic Explorer Space Station Playset,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766436571329_toys-games_sid-7uaxcwgs_9c85039e
sid-m3yv1i2f,tid-r6cccpag,qsid-1766436571323,Garden Delight 4-Piece Outdoor Furniture Set,24999,45,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-m3yv1i2f/original-1766436679322.jpg,"{""features"": [""Weather-resistant wicker construction ensures durability and longevity."", ""Includes plush cushions for ultimate comfort and relaxation."", ""Tempered glass tabletop adds a touch of elegance and is easy to clean."", ""Set includes a sofa, two armchairs, and a coffee table for a complete outdoor living space."", ""Easy to assemble with clear instructions and all necessary tools included.""], ""specifications"": {""color"": ""Brown wicker, beige cushions"", ""material"": ""Weather-resistant wicker, polyester cushions, tempered glass"", ""warranty"": ""1 year manufacturer's warranty"", ""dimensions"": {""sofa"": ""52 inches width x 30 inches depth x 35 inches height"", ""armchair"": ""30 inches width x 30 inches depth x 35 inches height"", ""coffee table"": ""43 inches width x 24 inches depth x 18 inches height""}, ""weightCapacity"": {""sofa"": ""500 lbs"", ""armchair"": ""250 lbs each""}, ""assemblyRequired"": ""Yes""}, ""enhancedDescription"": ""Transform your garden into a serene oasis with the Garden Delight 4-Piece Outdoor Furniture Set from Outdoor Oasis. This exquisite set includes a two-seater sofa, two armchairs, and a coffee table, all designed to create a harmonious look in any outdoor space. Crafted with durability and style in mind, each piece features weather-resistant wicker and plush, comfortable cushions that are perfect for hours of conversation or solitude under the sky. The coffee table is topped with tempered glass, providing a safe and stylish surface for drinks and snacks. Whether you're hosting a garden party or enjoying a quiet morning with a book, the Garden Delight set ensures your outdoor living space is as beautiful and inviting as the indoors.""}",2025-12-22 20:51:00.571,2025-12-23 23:00:40.513,,{},,,,{},default,,in_stock,Outdoor Oasis,{home-garden},tid-r6cccpag_home-garden,brand_new,USD,A luxurious 4-piece outdoor furniture set perfect for entertaining and relaxing in your garden.,,,active,,,,249.99,,,pending,,Garden Delight 4-Piece Outdoor Furniture Set,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766436571323_home-garden_sid-m3yv1i2f_b35d9df2
sid-agsr77wi,tid-lt2t1wzu,qsid-1766439434278,"Jack Black Beard Oil, 1 fl oz",2500,83,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-8e9spsu0/original-1765527170925.jpg,null,2026-03-06 12:35:20.794,2026-03-19 02:53:37.187,,{},,,,{},default,,in_stock,Jack Black,{juice},scid-tid-lt2t1wzu-af22hn,brand_new,USD,A blend of certified organic natural oils to nourish and protect your beard and skin.,,,trashed,,,,25.00,,,pending,,"Jack Black Beard Oil, 1 fl oz",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766439434278_juice_sid-agsr77wi_47859801
sid-nyftbnpm,tid-fjwr30ib,qsid-1766436571326,Trailblazer 20L Daypack,4999,51,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-wip35pnr/original-1765116071527.jpg,"{""features"": [""Water-resistant fabric"", ""Ergonomic shoulder straps and padded back panel"", ""Dedicated laptop compartment"", ""Internal organization pockets"", ""Reflective elements for visibility""], ""specifications"": {""capacity"": ""20L"", ""material"": ""Polyester"", ""dimensions"": ""18 x 12 x 8 inches"", ""waterResistance"": ""Yes"", ""laptopCompartmentSize"": ""Up to 15 inches""}, ""enhancedDescription"": ""The Trailblazer 20L Daypack from MountainTop Gear is your ideal companion for both the great outdoors and the urban jungle. Crafted with high-quality, water-resistant fabric, this backpack is designed to withstand the elements, ensuring your belongings stay dry and secure. The 20-liter capacity is perfectly sized for day hikes, school books, or a laptop, making it a versatile choice for any day of the week. Ergonomically designed shoulder straps and a padded back panel provide maximum comfort, even when the pack is fully loaded. With a dedicated laptop compartment, internal organization pockets, and two side water bottle holders, the Trailblazer Daypack keeps your gear organized and easily accessible.\n\nThis daypack features reflective elements for increased visibility during early morning or evening activities, adding an extra layer of safety for urban commuters and outdoor adventurers alike. The front zippered pocket and key clip make it easy to grab essentials on the go, while the durable YKK zippers ensure your items are secure. Whether you're hitting the trails or navigating the city, the Trailblazer 20L Daypack is built to accompany you on every adventure.""}",2026-03-28 01:57:37.848,2026-03-28 05:50:23.669,,{},null,null,null,{},default,,in_stock,MountainTop Gear,{sports-outdoors},scid-tid-fjwr30ib-j16lzm,brand_new,USD,"A lightweight, durable backpack perfect for short hikes and daily commutes.",,,active,,,,49.99,,,pending,,Trailblazer 20L Daypack,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766436571326_sports-outdoors_sid-nyftbnpm_65164fbd
sid-6mqo5z4o,tid-r6cccpag,qsid-1766530641101,Eaton BR 20 Amp Single Pole Circuit Breaker,497,72,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg,null,2025-12-23 22:57:30.485,2025-12-23 23:00:40.458,,{},,,,{},default,,in_stock,Eaton,{electrical},tid-r6cccpag_electrical,brand_new,USD,A reliable single pole circuit breaker designed for residential and commercial applications.,,,active,,,,4.97,,,pending,,Eaton BR 20 Amp Single Pole Circuit Breaker,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766530641101_electrical_sid-6mqo5z4o_e6a94193
sid-xx7l6n3m,tenant-1774885228681,qsid-1766530641100,"Behr Premium Plus Ultra Exterior Paint & Primer in One, Satin Finish, 1 Gallon",4599,85,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/original-1766112580310.jpg,null,2026-03-30 16:23:23.068,2026-03-30 16:26:48.846,,{},null,null,null,{},default,,in_stock,Behr,{paint-supplies},scid-tenant-1774885228681-c2guo6,brand_new,USD,"A high-quality exterior paint and primer in one, offering superior durability and protection.",,,active,,,,45.99,,,pending,,"Behr Premium Plus Ultra Exterior Paint & Primer in One, Satin Finish, 1 Gallon",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,t,2026-01-20 04:35:49.368,,50,store_selection,lpc_qsid-1766530641100_paint-supplies_sid-xx7l6n3m_5ffd42cd
sid-fkm8kz7o,tenant-1774885228681,qsid-1766530676992,Serena Oak Queen Platform Bed,29900,34,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8pw3ctc0/original-1766530759616.jpg,"{""features"": [""Made from high-quality oak for durability and a natural look."", ""Platform design eliminates the need for a box spring."", ""Easy assembly with clear instructions included."", ""Sleek modern design fits into a variety of bedroom decors."", ""Spacious queen size provides comfortable sleeping space for two adults.""], ""specifications"": {""size"": ""Queen"", ""color"": ""Natural Oak"", ""material"": ""Oak"", ""dimensions"": ""80 x 60 x 12 inches"", ""weightCapacity"": ""500 lbs""}, ""enhancedDescription"": ""Experience the perfect blend of style and function with the Serena Oak Queen Platform Bed by Everwood. Designed with contemporary living in mind, this bed features a minimalist aesthetic that brings a touch of elegance to any bedroom. The high-quality oak construction not only ensures durability but also adds a warm, natural look that complements any decor. The platform design eliminates the need for a box spring, providing a low-profile look while making bed setup simple and straightforward. Whether you're upgrading your bedroom or furnishing a new home, the Serena Oak Queen Platform Bed offers both the style and quality you're looking for.""}",2026-03-30 16:23:13.78,2026-03-30 16:26:26.776,,{},null,null,null,{},default,,in_stock,Everwood,{bedroom},scid-tenant-1774885228681-8m29va,brand_new,USD,A sleek and modern queen-sized platform bed crafted from high-quality oak.,,,active,,,,299.00,,,pending,,Serena Oak Queen Platform Bed,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,t,2026-01-20 04:35:01.307,,50,store_selection,lpc_qsid-1766530676992_bedroom_sid-fkm8kz7o_6e60f168
sid-ik3u0b1k,tid-veid875z,qsid-1766530676993,ErgoFlex Mesh Office Chair,89900,69,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg,"{""features"": [""Breathable mesh back for cool comfort"", ""Adjustable lumbar support for reduced back strain"", ""Height, armrests, and tilt adjustments for a perfect fit"", ""Sleek design and durable construction"", ""Easy to assemble with clear instructions""], ""specifications"": {""color"": ""Black"", ""material"": ""Mesh, Nylon Base"", ""dimensions"": ""25.2 x 24.4 x 38-42 inches (LxWxH)"", ""weight_capacity"": ""250 lbs"", ""assembly_required"": ""Yes""}, ""enhancedDescription"": ""Introducing the ErgoFlex Mesh Office Chair by ErgoTech, the ultimate solution for your office furniture needs. This chair has been designed with your comfort and productivity in mind. Featuring a breathable mesh back, it ensures you stay cool and comfortable even during long hours of work. The advanced lumbar support system adjusts to your body's needs, reducing back strain and improving your posture over time. The chair's height, armrests, and tilt can all be adjusted to suit your preferences, making it the perfect fit for any user. With its sleek design and durable construction, the ErgoFlex Mesh Office Chair is not only a practical addition to your office but also a stylish one.""}",2026-03-26 01:21:56.862,2026-03-26 01:21:56.86,,{},null,null,null,{},default,,in_stock,ErgoTech,{office-furniture},scid-tid-veid875z-k2exxm,brand_new,USD,A comfortable and adjustable mesh office chair designed for long hours of use.,,,active,,,,899.00,,,pending,,ErgoFlex Mesh Office Chair,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766530676993_office-furniture_sid-ik3u0b1k_0d44c267
sid-mnbf05f8,tid-fjwr30ib,qsid-1766436467814,"Premium Large White Shrimp, Peeled and Deveined, 1lb",1199,22,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-nhnsbips/original-1765232708225.jpg,null,2026-03-28 01:57:34.71,2026-03-28 05:49:43.722,,{},null,null,null,{},default,,in_stock,Blue Ocean,{meat-seafood},scid-tid-fjwr30ib-z9qqyq,brand_new,USD,"Convenient, ready-to-cook large white shrimp, peeled and deveined for your ease.",,,active,,,,11.99,,,pending,,"Premium Large White Shrimp, Peeled and Deveined, 1lb",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766436467814_meat-seafood_sid-mnbf05f8_a8060d8f
sid-1my0n3qw,tid-lt2t1wzu,qsid-1766440209117,Premium Bamboo Knitting Needle Set,2999,48,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-4nl3dsk5/original-1766440430217.jpg,"{""features"": [""Made from sustainably sourced bamboo"", ""Extensive range of sizes for all project types"", ""Lightweight and sturdy with a smooth, polished surface"", ""Reduces hand fatigue for a comfortable knitting experience"", ""Comes in an organized case, perfect for gifting""], ""specifications"": {""sizes"": ""2mm to 10mm"", ""material"": ""Bamboo"", ""quantity"": ""Set of 16 pairs"", ""caseIncluded"": true}, ""enhancedDescription"": ""Experience the ultimate in knitting with StitchMaster's Premium Bamboo Knitting Needle Set. This deluxe set features an extensive range of needle sizes to accommodate any project, from fine, delicate patterns to thick, cozy blankets. Crafted from sustainably sourced bamboo, these needles offer a lightweight, yet sturdy option for knitters of all skill levels. The smooth, polished surface ensures a seamless glide of yarn, reducing hand fatigue and enhancing your knitting experience. With their warm, natural feel, these bamboo needles improve with use, becoming smoother over time. The set comes in a beautifully organized case, making it an ideal gift for the knitter in your life or a luxurious addition to your own knitting collection.""}",2026-03-06 12:35:14.998,2026-03-19 02:54:25.404,,{},,,,{},default,,in_stock,StitchMaster,{skincare},,brand_new,USD,"A deluxe set of bamboo knitting needles, offering superior comfort and precision for all your knitting projects.",,,trashed,,,,29.99,,,pending,,Premium Bamboo Knitting Needle Set,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766440209117_skincare_sid-1my0n3qw_078e99dd
sid-oogb1fgu,tid-lt2t1wzu,qsid-1766440209120,100-Pack Assorted Embroidery Floss,1299,19,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-ytgf3vv5/original-1766440479463.jpg,"{""features"": [""100 different vibrant colors for endless project possibilities"", ""High-quality, durable, soft, and silky polyester material"", ""Ideal for embroidery, friendship bracelets, and detailed sewing projects"", ""Each skein is 8 meters long, providing ample material for various uses"", ""Pre-wound and easy to start with no tangling""], ""specifications"": {""colors"": ""Assorted"", ""material"": ""Polyester"", ""quantity"": ""100 skeins"", ""length_per_skein"": ""8 meters"", ""weight_per_skein"": ""Approx. 2g""}, ""enhancedDescription"": ""Unleash your creativity with CraftyThreads' 100-Pack Assorted Embroidery Floss. This comprehensive set includes 100 different colors, providing endless possibilities for your embroidery projects. Whether you're into crafting, making friendship bracelets, or adding intricate details to your sewing projects, this high-quality floss has got you covered. Each skein is made from durable, soft, and silky polyester, ensuring your creations not only look beautiful but last long too. The variety of colors, from vivid hues to pastel tones, means you'll always find the perfect shade for your project. Elevate your crafting game with this must-have embroidery floss pack.""}",2026-03-06 12:35:17.907,2026-03-19 02:54:25.341,,{},,,,{},default,,in_stock,CraftyThreads,{dresses},Dresses,brand_new,USD,"A vibrant collection of 100 assorted colors of high-quality embroidery floss, ideal for crafting, friendship bracelets, and more.",,,trashed,,,,12.99,,,pending,,100-Pack Assorted Embroidery Floss,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766440209120_dresses_sid-oogb1fgu_fb0710e9
sid-qwz3cm65,tid-a3813d7i,qsid-1767073877366,"Stainless Steel Hex Nut Assortment, 150-Piece",2499,58,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-4i3xryel/original-1766112556911.jpg,null,2026-03-06 15:19:45.608,2026-03-24 22:28:45.525,,{},,,,{},default,,in_stock,Hillman,{fasteners-hardware},,brand_new,USD,A comprehensive set of high-quality stainless steel hex nuts for various fastening applications.,,,trashed,,,,24.99,,,pending,,"Stainless Steel Hex Nut Assortment, 150-Piece",public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1767073877366_fasteners-hardware_sid-qwz3cm65_f9cbd4e1
sid-kfkosztj,tenant-1774885228681,qsid-1766436571327,Trailblazer Lightweight Hiking Backpack - 30L,5999,11,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-lug2msna/original-1766436716307.jpg,"{""features"": [""Lightweight and durable construction"", ""Ergonomic design with adjustable straps for maximum comfort"", ""Built-in hydration compartment"", ""Multiple zippered pockets for easy organization"", ""Reflective details for increased visibility""], ""specifications"": {""weight"": ""1.2 lbs"", ""capacity"": ""30L"", ""material"": ""Ripstop nylon"", ""dimensions"": ""20\"" x 13\"" x 7\"""", ""hydrationCompatible"": true}, ""enhancedDescription"": ""The Eagle Peak Trailblazer Lightweight Hiking Backpack is the ultimate companion for your next day hike or outdoor adventure. Crafted from high-quality, durable materials, this 30L backpack is designed to withstand the elements while providing ample storage for all your essentials. With its ergonomic design and adjustable straps, the Trailblazer offers unparalleled comfort, allowing you to trek further without the burden of a cumbersome pack. Featuring a built-in hydration compartment, multiple zippered pockets for organization, and reflective details for added safety, this backpack is a must-have for any outdoor enthusiast. Whether you're exploring local trails or embarking on a weekend adventure, the Trailblazer is equipped to meet your needs.""}",2026-03-30 16:23:24.015,2026-03-30 16:26:50.918,,{},null,null,null,{},default,,in_stock,Eagle Peak,{sports-outdoors},scid-tenant-1774885228681-lamkec,brand_new,USD,"A lightweight, durable backpack designed for day hikes and outdoor adventures.",,,active,,,,59.99,,,pending,,Trailblazer Lightweight Hiking Backpack - 30L,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,f,f,,,0,store_selection,lpc_qsid-1766436571327_sports-outdoors_sid-kfkosztj_693f283e
sid-b0eq5vty,tid-m8ijkrnk,qsid-1766439434274,Better Than Sex Mascara 8ml,2600,5,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-82ny33d6/original-1765527096387.jpg,null,2025-12-22 21:37:24.82,2026-01-31 13:50:11.136,,{},,,,{},default,,in_stock,Too Faced,{makeup},tid-m8ijkrnk_makeup,brand_new,USD,"An intensely black, volumizing mascara with an hourglass-shaped brush.",,,active,,,,26.00,,,pending,,Better Than Sex Mascara 8ml,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766439434274_makeup_sid-b0eq5vty_ab7029db
csid-mxi4u2m4,tid-r6cccpag,APPAREL-HD-PO,Hoodie - Pullover,3999,32,,"{""isDemoData"": true, ""cloverItemId"": ""demo_item_014"", ""cloverCategory"": ""Apparel"", ""googleCategoryId"": ""1604""}",2026-03-30 03:18:38.677,2026-03-30 03:18:38.675,,{},,,,{},default,,in_stock,Demo Brand,"{""Apparel & Accessories"",Clothing,T-Shirts}",scid-tid-r6cccpag-u5en20,brand_new,USD,Comfortable pullover hoodie with front pocket,,,active,,,,39.99,,,pending,,Hoodie - Pullover,public,,CLOVER_DEMO,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_APPAREL-HD-PO_apparel-accessories-clothing-t-shirts_csid-mxi4u2m4_f6965c06
sid-xs7k9let,tid-veid875z,qsid-1766530676992,Serena Oak Queen Platform Bed,29900,34,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8pw3ctc0/original-1766530759616.jpg,"{""features"": [""Made from high-quality oak for durability and a natural look."", ""Platform design eliminates the need for a box spring."", ""Easy assembly with clear instructions included."", ""Sleek modern design fits into a variety of bedroom decors."", ""Spacious queen size provides comfortable sleeping space for two adults.""], ""specifications"": {""size"": ""Queen"", ""color"": ""Natural Oak"", ""material"": ""Oak"", ""dimensions"": ""80 x 60 x 12 inches"", ""weightCapacity"": ""500 lbs""}, ""enhancedDescription"": ""Experience the perfect blend of style and function with the Serena Oak Queen Platform Bed by Everwood. Designed with contemporary living in mind, this bed features a minimalist aesthetic that brings a touch of elegance to any bedroom. The high-quality oak construction not only ensures durability but also adds a warm, natural look that complements any decor. The platform design eliminates the need for a box spring, providing a low-profile look while making bed setup simple and straightforward. Whether you're upgrading your bedroom or furnishing a new home, the Serena Oak Queen Platform Bed offers both the style and quality you're looking for.""}",2026-03-26 01:22:40.587,2026-03-26 01:22:40.586,,{},null,null,null,{},default,,in_stock,Everwood,{bedroom},scid-tid-veid875z-4cc03h,brand_new,USD,A sleek and modern queen-sized platform bed crafted from high-quality oak.,,,active,,,,299.00,,,pending,,Serena Oak Queen Platform Bed,public,,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,,,,,f,f,,,0,store_selection,lpc_qsid-1766530676992_bedroom_sid-xs7k9let_6e60f168
sid-xeabktla,tid-042hi7ju,R4KG-PHYS-SHIP-PUBL-3ZF6,Checkers Vanilla Custard,799,5,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-042hi7ju/R4KG-PHYS-SHIP-PUBL-3ZF6/1774603020403.png,"{""features"": [""Versatile for Sweet Creations"", ""Ideal for custard desserts, pies, trifles, and puddings"", ""Perfect for warm or chilled servings"", ""Enhances cakes, pastries, and fruit toppings"", ""Easy to prepare for everyday or special occasions""], ""enhancedDescription"": ""Rich Vanilla Flavor for Every Dessert\nCheckers Vanilla Custard delivers a classic vanilla aroma and a luscious texture that enhances puddings, pies, and layered desserts.""}",2026-03-27 08:40:14.713,2026-03-27 10:16:36.745,,{},,,,{},default,,in_stock,Checkers,{seasonings-and-spices},scid-tid-042hi7ju-c3ww1h,brand_new,USD,"Delight in the smooth, aromatic flavor of Checkers Vanilla Custard, a premium custard powder that blends effortlessly with milk to create creamy, velvety desserts. Perfect for families, bakers, and dessert lovers alike.",,,active,,,,7.99,,,pending,,Checkers Vanilla Custard,public,Checkers,MANUAL,COMPLETE,,,,f,f,f,f,,,,physical,,null,,,,t,f,,,0,store_selection,lpc_R4KG-PHYS-SHIP-PUBL-3ZF6_seasonings-and-spices_sid-xeabktla_0bd557e3
