id,product_slug,universal_sku,slug_hash,tenant_id,original_sku,created_at,slug_type,slug_prefix,brand_normalized,category_normalized,format_version,slug_components,is_active,migration_status
psr-970d57d1-10a6-42a3-95f9-62d87a81ef40,lpc_qsid-1767098488108_womens-bottoms_sid-ckmobztx_3dc185c8,VS-WOM-LEV-3BD0F2,e111e68aed3b2dde328106327aa70019,tid-a3813d7i,qsid-1767098488108,2026-04-30 20:51:47.011567,lpc,lpc,levi-s,womens-bottoms,v2,"{""sku"": ""qsid-1767098488108"", ""type"": ""lpc"", ""item_id"": ""sid-ckmobztx"", ""category"": ""womens-bottoms"", ""name_hash"": ""3dc185c8""}",t,migrated
psr-efa3ced3-f764-4d14-a203-681174b54fba,lpc_qsid-1766436571326_sports-outdoors_sid-trv4c5pa_65164fbd,VS-SPO-MOU-147FE1,068fa358095966a3ef098a9a69e72479,tid-jcvzufq2,qsid-1766436571326,2026-04-30 20:51:47.011567,lpc,lpc,mountaintop-gear,sports-outdoors,v2,"{""sku"": ""qsid-1766436571326"", ""type"": ""lpc"", ""item_id"": ""sid-trv4c5pa"", ""category"": ""sports-outdoors"", ""name_hash"": ""65164fbd""}",t,migrated
psr-bfcac55e-6875-4ad9-93d8-be5512e8489c,lpc_NQW6-PHYS-SHIP-PUBL-MYXH_vitamins-supplements_sid-26degbps_7fa61343,VS-VIT-NAT-119E87,654d751435f1f23760b4fc3cc00a97b7,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-MYXH,2026-04-30 20:51:47.011567,lpc,lpc,nature-s-bounty,vitamins-supplements,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-MYXH"", ""type"": ""lpc"", ""item_id"": ""sid-26degbps"", ""category"": ""vitamins-supplements"", ""name_hash"": ""7fa61343""}",t,migrated
psr-de11ef21-a2f6-47af-bb11-b2d3a4eec9a7,lpc_3GYK-PHYS-SHIP-PUBL-YKHK_vitamins-supplements_sid-2vnwdcfa_c0bfc59c,VS-VIT-NAT-919595,9c58fa8f6b4e5c4ccf4c0554c71a4f68,tid-zcp9a56y,3GYK-PHYS-SHIP-PUBL-YKHK,2026-04-30 20:51:47.011567,lpc,lpc,nature-s-bounty,vitamins-supplements,v2,"{""sku"": ""3GYK-PHYS-SHIP-PUBL-YKHK"", ""type"": ""lpc"", ""item_id"": ""sid-2vnwdcfa"", ""category"": ""vitamins-supplements"", ""name_hash"": ""c0bfc59c""}",t,migrated
psr-89f3f180-5161-47ad-8361-14bbec14f368,lpc_3GYK-PHYS-SHIP-PUBL-CMMJ_vitamins-supplements_sid-82lhweps_9acb8fba,VS-VIT-NAT-BB9317,d843cfecc647e586b4e66fee3515ac65,tid-zcp9a56y,3GYK-PHYS-SHIP-PUBL-CMMJ,2026-04-30 20:51:47.011567,lpc,lpc,nature-s-bounty,vitamins-supplements,v2,"{""sku"": ""3GYK-PHYS-SHIP-PUBL-CMMJ"", ""type"": ""lpc"", ""item_id"": ""sid-82lhweps"", ""category"": ""vitamins-supplements"", ""name_hash"": ""9acb8fba""}",t,migrated
psr-e5ad2a31-aab5-4294-ba18-4ad1fc97d26b,lpc_qsid-1766439434271_skincare_sid-6v4enp51_cba8b476,VS-SKI-NEU-21EF55,37c5d1ad1f007d3c1b5a71b465427720,tid-a3813d7i,qsid-1766439434271,2026-04-30 20:51:47.011567,lpc,lpc,neutrogena,skincare,v2,"{""sku"": ""qsid-1766439434271"", ""type"": ""lpc"", ""item_id"": ""sid-6v4enp51"", ""category"": ""skincare"", ""name_hash"": ""cba8b476""}",t,migrated
psr-83b81e79-066f-46a1-9317-45f0c3d6b807,lpc_3GYK-PHYS-SHIP-PUBL-EZZG_personal-care_sid-8xq20uyv_db4cf619,VS-PER-NEU-0385F2,c8247ee833a6f66cdfddc9703cf24fb0,tid-zcp9a56y,3GYK-PHYS-SHIP-PUBL-EZZG,2026-04-30 20:51:47.011567,lpc,lpc,neutrogena,personal-care,v2,"{""sku"": ""3GYK-PHYS-SHIP-PUBL-EZZG"", ""type"": ""lpc"", ""item_id"": ""sid-8xq20uyv"", ""category"": ""personal-care"", ""name_hash"": ""db4cf619""}",t,migrated
psr-cffea0d7-40e2-4dac-b879-e2e77672a6f8,lpc_qsid-1766436467812_produce_sid-bhdsgegf_7cf0733f,VS-PRO-ONI-DD17A5,d3895699e962d0ef276591926b7bbe6b,tid-jcvzufq2,qsid-1766436467812,2026-04-30 20:51:47.011567,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-bhdsgegf"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,migrated
psr-51c15d5d-593d-4ba2-acdd-599189aa55cf,lpc_qsid-1766436571323_home-garden_sid-zsi3im8i_b35d9df2,VS-HOM-OUT-272C50,ccd1776c13adf03ac767c5b372d1c514,tid-jcvzufq2,qsid-1766436571323,2026-04-30 20:51:47.011567,lpc,lpc,outdoor-oasis,home-garden,v2,"{""sku"": ""qsid-1766436571323"", ""type"": ""lpc"", ""item_id"": ""sid-zsi3im8i"", ""category"": ""home-garden"", ""name_hash"": ""b35d9df2""}",t,migrated
psr-72527696-0153-4a50-aae7-f473de53a7f2,lpc_qsid-1766436571329_toys-games_sid-o3tdslhg_9c85039e,VS-TOY-STA-8DC962,c278273941b0c2bbe099a688175c760c,tid-jcvzufq2,qsid-1766436571329,2026-04-30 20:51:47.011567,lpc,lpc,star-voyagers,toys-games,v2,"{""sku"": ""qsid-1766436571329"", ""type"": ""lpc"", ""item_id"": ""sid-o3tdslhg"", ""category"": ""toys-games"", ""name_hash"": ""9c85039e""}",t,migrated
psr-cac6e5a5-a144-4171-9cc6-4d17195ca24c,lpc_qsid-1766440209117_skincare_sid-h46wmrgo_078e99dd,VS-SKI-STI-3D8891,8a277d35465e6c7fb521e52921bdf4ab,tid-a3813d7i,qsid-1766440209117,2026-04-30 20:51:47.011567,lpc,lpc,stitchmaster,skincare,v2,"{""sku"": ""qsid-1766440209117"", ""type"": ""lpc"", ""item_id"": ""sid-h46wmrgo"", ""category"": ""skincare"", ""name_hash"": ""078e99dd""}",t,migrated
psr-5e942c25-aac4-42d6-8ffc-d57d32eb8e26,lpc_qsid-1766440209113_drawing-painting_sid-cwqeymxt_5de236a8,VS-DRA-STR-E03476,8e31d87cb6fc6338362c533213c34a44,tid-a3813d7i,qsid-1766440209113,2026-04-30 20:51:47.011567,lpc,lpc,strathmore,drawing-painting,v2,"{""sku"": ""qsid-1766440209113"", ""type"": ""lpc"", ""item_id"": ""sid-cwqeymxt"", ""category"": ""drawing-painting"", ""name_hash"": ""5de236a8""}",t,migrated
psr-4a6d386e-b231-43ee-afb0-5157f639f328,lpc_qsid-1766439434274_makeup_sid-955fqwbu_ab7029db,VS-MAK-TOO-9B827D,94068481814eda04877ed8af45ff9571,tid-a3813d7i,qsid-1766439434274,2026-04-30 20:51:47.011567,lpc,lpc,too-faced,makeup,v2,"{""sku"": ""qsid-1766439434274"", ""type"": ""lpc"", ""item_id"": ""sid-955fqwbu"", ""category"": ""makeup"", ""name_hash"": ""ab7029db""}",t,migrated
psr-a18a635f-ca25-4164-ba9c-72aeb80ec021,lpc_3GYK-PHYS-SHIP-PUBL-EMR9_otc-medicine_sid-tjphaqcd_d804541b,VS-OTC-TYL-820561,9a305e58c07804402a6e1af02583aafb,tid-zcp9a56y,3GYK-PHYS-SHIP-PUBL-EMR9,2026-04-30 20:51:47.011567,lpc,lpc,tylenol,otc-medicine,v2,"{""sku"": ""3GYK-PHYS-SHIP-PUBL-EMR9"", ""type"": ""lpc"", ""item_id"": ""sid-tjphaqcd"", ""category"": ""otc-medicine"", ""name_hash"": ""d804541b""}",t,migrated
psr-43b5be1f-53d4-4a4c-b4a0-b0184098e564,lpc_qsid-1766436467813_produce_sid-ui66u9cl_1f9ba559,VS-PRO-VEG-78D00F,25512eee3e243ab9179a3293ab51ff64,tid-jcvzufq2,qsid-1766436467813,2026-04-30 20:51:47.011567,lpc,lpc,veggie-delight,produce,v2,"{""sku"": ""qsid-1766436467813"", ""type"": ""lpc"", ""item_id"": ""sid-ui66u9cl"", ""category"": ""produce"", ""name_hash"": ""1f9ba559""}",t,migrated
psr-6d76407c-1276-4de4-b0f3-64879adfcd7a,lpc_qsid-1766440209112_drawing-painting_sid-hrfl13nv_e7680bc1,VS-DRA-WIN-25B229,07d985ad453c705d513025317d671a34,tid-a3813d7i,qsid-1766440209112,2026-04-30 20:51:47.011567,lpc,lpc,winsor-newton,drawing-painting,v2,"{""sku"": ""qsid-1766440209112"", ""type"": ""lpc"", ""item_id"": ""sid-hrfl13nv"", ""category"": ""drawing-painting"", ""name_hash"": ""e7680bc1""}",t,migrated
psr-4b128741-54aa-4245-ba73-63fe45f05906,lpc_qsid-1766530676995_storage-furniture_sid-gx7g2t9e_0de5e7d1,VS-STO-WOO-2F7855,c04e4e653230197f4c133985a896e217,tid-jcvzufq2,qsid-1766530676995,2026-04-30 20:51:47.011567,lpc,lpc,woodcraft,storage-furniture,v2,"{""sku"": ""qsid-1766530676995"", ""type"": ""lpc"", ""item_id"": ""sid-gx7g2t9e"", ""category"": ""storage-furniture"", ""name_hash"": ""0de5e7d1""}",t,migrated
psr-1ffef60a-a7e9-4ce1-9089-720ce149a047,lpc_R4KG-PHYS-SHIP-PUBL-3ZF6_seasonings-and-spices_pid-3pgmh1mv_0bd557e3,VS-SEA-CHE-180F8D,31443fcf68b99794cf3c5652820f5444,tid-8622qs2t,R4KG-PHYS-SHIP-PUBL-3ZF6,2026-04-30 20:51:47.011567,lpc,lpc,checkers,seasonings-and-spices,v2,"{""sku"": ""R4KG-PHYS-SHIP-PUBL-3ZF6"", ""type"": ""lpc"", ""item_id"": ""pid-3pgmh1mv"", ""category"": ""seasonings-and-spices"", ""name_hash"": ""0bd557e3""}",t,migrated
psr-sid-zpw3rbxj,lpc_R4KG-PHYS-SHIP-PUBL-QZKB_frozen-foods_pid-PZQG-2yonj0fd_10bdd80a,R4KG-PHYS-SHIP-PUBL-QZKB,birds-eye-birds,tid-jcvzufq2,R4KG-PHYS-SHIP-PUBL-QZKB,2026-05-03 01:11:43.33,lpc,lpc,birds-eye,frozen-foods,v2,"{""sku"": ""R4KG-PHYS-SHIP-PUBL-QZKB"", ""type"": ""lpc"", ""item_id"": ""pid-PZQG-2yonj0fd"", ""category"": ""frozen-foods"", ""name_hash"": ""10bdd80a""}",t,migrated
psr-e0a0eaa1-fee8-4502-93ab-42dcbad8f103,lpc_qsid-1767098488111_toys-amp-games_sid-omlcyynm_2c5aeeae,VS-TOY-LEV-C7E664,83060d3429907b44be9a3f0604fcc997,tid-a3813d7i,qsid-1767098488111,2026-04-30 20:51:47.011567,lpc,lpc,levi-s,toys-amp-games,v2,"{""sku"": ""qsid-1767098488111"", ""type"": ""lpc"", ""item_id"": ""sid-omlcyynm"", ""category"": ""toys-amp-games"", ""name_hash"": ""2c5aeeae""}",t,migrated
psr-12b90121-115c-4e9f-b76c-b015ff55ad60,lpc_qsid-1766436571324_health-beauty_sid-q6j9wmhn_8fc5c408,VS-HEA-LUM-5115E0,f9856cc40b9415af27c8209ea2b57189,tid-jcvzufq2,qsid-1766436571324,2026-04-30 20:51:47.011567,lpc,lpc,luminance-skincare,health-beauty,v2,"{""sku"": ""qsid-1766436571324"", ""type"": ""lpc"", ""item_id"": ""sid-q6j9wmhn"", ""category"": ""health-beauty"", ""name_hash"": ""8fc5c408""}",t,migrated
psr-b023848d-88e4-4d3c-9309-fd38aa824f6a,lpc_qsid-1766436571325_health-beauty_sid-qgkp4zr9_84c09eb5,VS-HEA-LUM-F0D93E,212fd974988b06663a7c9a62d07c39a3,tid-jcvzufq2,qsid-1766436571325,2026-04-30 20:51:47.011567,lpc,lpc,luminous-skin,health-beauty,v2,"{""sku"": ""qsid-1766436571325"", ""type"": ""lpc"", ""item_id"": ""sid-qgkp4zr9"", ""category"": ""health-beauty"", ""name_hash"": ""84c09eb5""}",t,migrated
psr-c604fbbe-5f87-4ee8-90ce-e1a01d068a76,lpc_qsid-1767098488107_live-animals_sid-oh41lu7q_55d7650d,VS-LIV-LUN-266C65,8829753be1e67366dbd3e4a67b8fe36d,tid-a3813d7i,qsid-1767098488107,2026-04-30 20:51:47.011567,lpc,lpc,luna-rose,live-animals,v2,"{""sku"": ""qsid-1767098488107"", ""type"": ""lpc"", ""item_id"": ""sid-oh41lu7q"", ""category"": ""live-animals"", ""name_hash"": ""55d7650d""}",t,migrated
psr-28fa9525-f1a9-43b9-83a1-96d598947e4b,lpc_qsid-1767098488109_dresses_sid-14nde7hh_38973090,VS-DRE-LUN-344ECD,6da9c8b51b96ed45cb9e072e3960ee55,tid-a3813d7i,qsid-1767098488109,2026-04-30 20:51:47.011567,lpc,lpc,luna-boutique,dresses,v2,"{""sku"": ""qsid-1767098488109"", ""type"": ""lpc"", ""item_id"": ""sid-14nde7hh"", ""category"": ""dresses"", ""name_hash"": ""38973090""}",t,migrated
psr-d74d35cb-9532-4402-93d5-5a67f2219678,lpc_qsid-1766530676991_living-room_sid-st9ud49o_0777ea96,VS-LIV-MAG-545719,c1611e1ce39cc6db8c9dcd407905100f,tid-jcvzufq2,qsid-1766530676991,2026-04-30 20:51:47.011567,lpc,lpc,magnolia-home,living-room,v2,"{""sku"": ""qsid-1766530676991"", ""type"": ""lpc"", ""item_id"": ""sid-st9ud49o"", ""category"": ""living-room"", ""name_hash"": ""0777ea96""}",t,migrated
psr-fd302494-e082-4a6d-a045-8f433ecb798b,lpc_qsid-1766439434273_haircare_sid-hnmlhz7f_135a358f,VS-HAI-MOR-D79835,17e63543b0bc5a9320d3334fe9b1e39f,tid-a3813d7i,qsid-1766439434273,2026-04-30 20:51:47.011567,lpc,lpc,moroccanoil,haircare,v2,"{""sku"": ""qsid-1766439434273"", ""type"": ""lpc"", ""item_id"": ""sid-hnmlhz7f"", ""category"": ""haircare"", ""name_hash"": ""135a358f""}",t,migrated
psr-17660b8f-359f-4b47-b3e5-529b78a4ef72,lpc_NQW6-PHYS-SHIP-PUBL-8JH2_personal-care_sid-v26kygiu_1e9ba732,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-8JH2,2026-05-04 12:09:23.197384,lpc,lpc,cetaphil,personal-care,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-8JH2"", ""type"": ""lpc"", ""item_id"": ""sid-v26kygiu"", ""category"": ""personal-care"", ""name_hash"": ""1e9ba732""}",t,backfilled
psr-84cb4899-f909-40ac-a95b-3024ebacd0db,lpc_NQW6-PHYS-SHIP-PUBL-HMN9_baby-care_sid-4odxhvkh_5aadd1d4,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-HMN9,2026-05-04 12:09:23.197384,lpc,lpc,gentlecare,baby-care,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-HMN9"", ""type"": ""lpc"", ""item_id"": ""sid-4odxhvkh"", ""category"": ""baby-care"", ""name_hash"": ""5aadd1d4""}",t,backfilled
psr-f0722729-5fbd-43a8-bf9c-7889c5920daa,lpc_NQW6-PHYS-SHIP-PUBL-SK2J_dairy-eggs_sid-61t4cvm8_fd89283d,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-SK2J,2026-05-04 12:09:23.197384,lpc,lpc,land-o-lakes,dairy-eggs,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-SK2J"", ""type"": ""lpc"", ""item_id"": ""sid-61t4cvm8"", ""category"": ""dairy-eggs"", ""name_hash"": ""fd89283d""}",t,backfilled
psr-bd5ffa13-d152-4b77-8144-c3d2a987753f,lpc_NQW6-PHYS-SHIP-PUBL-UB4P_otc-medicine_sid-22pz1wfh_d804541b,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-UB4P,2026-05-04 12:09:23.197384,lpc,lpc,tylenol,otc-medicine,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-UB4P"", ""type"": ""lpc"", ""item_id"": ""sid-22pz1wfh"", ""category"": ""otc-medicine"", ""name_hash"": ""d804541b""}",t,backfilled
psr-110159b2-abd0-48e4-b25d-76e399a29632,lpc_NQW6-PHYS-SHIP-PUBL-XCA4_meat-seafood_sid-lijqoxjd_a8060d8f,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-XCA4,2026-05-04 12:09:23.197384,lpc,lpc,blue-ocean,meat-seafood,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-XCA4"", ""type"": ""lpc"", ""item_id"": ""sid-lijqoxjd"", ""category"": ""meat-seafood"", ""name_hash"": ""a8060d8f""}",t,backfilled
psr-7d740a9d-19d5-4869-9fc1-74deee113ece,lpc_NQW6-PHYS-SHIP-PUBL-Y8FT_produce_sid-uxyco4vc_7cf0733f,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-Y8FT,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-Y8FT"", ""type"": ""lpc"", ""item_id"": ""sid-uxyco4vc"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-50b89ca6-aa40-4dc7-b54a-8e0894069f21,lpc_NQW6-PHYS-SHIP-PUBL-YRAH_bakery_sid-06jlcotk_5b096342,,,tid-a3813d7i,NQW6-PHYS-SHIP-PUBL-YRAH,2026-05-04 12:09:23.197384,lpc,lpc,artisan-bakes,bakery,v2,"{""sku"": ""NQW6-PHYS-SHIP-PUBL-YRAH"", ""type"": ""lpc"", ""item_id"": ""sid-06jlcotk"", ""category"": ""bakery"", ""name_hash"": ""5b096342""}",t,backfilled
psr-e94dd4d2-3f78-49cf-8deb-ee0174e6c303,lpc_OFFICE-DL-LED_office-supplies-writing-instruments-pens_csid-x9cryjhx_1aefa5ce,,,tid-mrsyk3w6,OFFICE-DL-LED,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,office-suppliesgeneralwriting-instrumentsgeneralpens,v2,"{""sku"": ""OFFICE-DL-LED"", ""type"": ""lpc"", ""item_id"": ""csid-x9cryjhx"", ""category"": ""office-supplies-writing-instruments-pens"", ""name_hash"": ""1aefa5ce""}",t,backfilled
psr-feb12c30-7690-4153-be62-dfedd59b1830,lpc_OFFICE-DO-SET_office-supplies-writing-instruments-pens_csid-0lrh9jxc_24473deb,,,tid-mrsyk3w6,OFFICE-DO-SET,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,office-suppliesgeneralwriting-instrumentsgeneralpens,v2,"{""sku"": ""OFFICE-DO-SET"", ""type"": ""lpc"", ""item_id"": ""csid-0lrh9jxc"", ""category"": ""office-supplies-writing-instruments-pens"", ""name_hash"": ""24473deb""}",t,backfilled
psr-4be02c3f-93c3-4652-b0b7-021aafe77a2b,lpc_OFFICE-GP-12C_office-supplies-writing-instruments-pens_csid-hptauv33_2890b3bf,,,tid-mrsyk3w6,OFFICE-GP-12C,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,office-suppliesgeneralwriting-instrumentsgeneralpens,v2,"{""sku"": ""OFFICE-GP-12C"", ""type"": ""lpc"", ""item_id"": ""csid-hptauv33"", ""category"": ""office-supplies-writing-instruments-pens"", ""name_hash"": ""2890b3bf""}",t,backfilled
psr-7445452c-aa7c-4a91-8ddf-0fd35e3b6084,lpc_OFFICE-KM-WL_office-supplies-writing-instruments-pens_csid-xnv1betf_1b979dfc,,,tid-mrsyk3w6,OFFICE-KM-WL,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,office-suppliesgeneralwriting-instrumentsgeneralpens,v2,"{""sku"": ""OFFICE-KM-WL"", ""type"": ""lpc"", ""item_id"": ""csid-xnv1betf"", ""category"": ""office-supplies-writing-instruments-pens"", ""name_hash"": ""1b979dfc""}",t,backfilled
psr-fab6fc08-c596-4c5d-bdb9-5c82133421df,lpc_OFFICE-NB-HC_office-supplies-writing-instruments-pens_csid-oz4znbbg_c45c27e3,,,tid-mrsyk3w6,OFFICE-NB-HC,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,office-suppliesgeneralwriting-instrumentsgeneralpens,v2,"{""sku"": ""OFFICE-NB-HC"", ""type"": ""lpc"", ""item_id"": ""csid-oz4znbbg"", ""category"": ""office-supplies-writing-instruments-pens"", ""name_hash"": ""c45c27e3""}",t,backfilled
psr-4140428c-9a60-4cb6-8e29-225f32db36ac,lpc_OUTDOOR-BP-40L_sports-fitness-sports-outdoors-fitness-equipment_csid-wxikchgw_6ce53901,,,tid-mrsyk3w6,OUTDOOR-BP-40L,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,sports-fitnessgeneralsports-outdoorsgeneralfitness-equipment,v2,"{""sku"": ""OUTDOOR-BP-40L"", ""type"": ""lpc"", ""item_id"": ""csid-wxikchgw"", ""category"": ""sports-fitness-sports-outdoors-fitness-equipment"", ""name_hash"": ""6ce53901""}",t,backfilled
psr-13947abb-d50b-4b4c-b301-be699cbad26e,lpc_OUTDOOR-TN-4P_sports-fitness-sports-outdoors-fitness-equipment_csid-7aefo6kv_393f7840,,,tid-mrsyk3w6,OUTDOOR-TN-4P,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,sports-fitnessgeneralsports-outdoorsgeneralfitness-equipment,v2,"{""sku"": ""OUTDOOR-TN-4P"", ""type"": ""lpc"", ""item_id"": ""csid-7aefo6kv"", ""category"": ""sports-fitness-sports-outdoors-fitness-equipment"", ""name_hash"": ""393f7840""}",t,backfilled
psr-c14e8c93-b114-4488-82ce-93969bc3c1d7,lpc_OUTDOOR-WH-BK_sports-fitness-sports-outdoors-fitness-equipment_csid-5osctbcd_b85ce786,,,tid-mrsyk3w6,OUTDOOR-WH-BK,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,sports-fitnessgeneralsports-outdoorsgeneralfitness-equipment,v2,"{""sku"": ""OUTDOOR-WH-BK"", ""type"": ""lpc"", ""item_id"": ""csid-5osctbcd"", ""category"": ""sports-fitness-sports-outdoors-fitness-equipment"", ""name_hash"": ""b85ce786""}",t,backfilled
psr-1a07220a-0093-4b57-8e8f-ce474d220892,lpc_POWER-PB-20K_electronics-audio-headphones_csid-0d4hitz6_1fe7fb86,,,tid-mrsyk3w6,POWER-PB-20K,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,electronicsgeneralaudiogeneralheadphones,v2,"{""sku"": ""POWER-PB-20K"", ""type"": ""lpc"", ""item_id"": ""csid-0d4hitz6"", ""category"": ""electronics-audio-headphones"", ""name_hash"": ""1fe7fb86""}",t,backfilled
psr-6a1f8ae3-cf3d-41af-8976-6c4e6fb753c0,lpc_POWER-UC-065_electronics-audio-headphones_csid-o3d8tndo_67593ae7,,,tid-mrsyk3w6,POWER-UC-065,2026-05-04 12:09:23.197384,lpc,lpc,demo-brand,electronicsgeneralaudiogeneralheadphones,v2,"{""sku"": ""POWER-UC-065"", ""type"": ""lpc"", ""item_id"": ""csid-o3d8tndo"", ""category"": ""electronics-audio-headphones"", ""name_hash"": ""67593ae7""}",t,backfilled
psr-a0d6d7ab-f191-4a43-8d02-3c97f12f323a,upc_nestl_food_068274735295_76e781d8,pid-PZQG-b5bml2w8,,tid-jcvzufq2,pid-PZQG-b5bml2w8,2026-05-06 14:18:02.786755,upc,upc,nestl,food,v2,"{""type"": ""upc"", ""brand"": ""nestl"", ""category"": ""food"", ""upc_code"": ""068274735295"", ""name_hash"": ""76e781d8""}",t,auto_synced
psr-381b163d-9f3e-444c-af08-80b31dd15879,lpc_qsid-1766436467812_produce_sid-ktkt0dd0_7cf0733f,,,tid-8622qs2t,qsid-1766436467812,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-ktkt0dd0"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-c97e7389-a209-47da-8f59-4d1a3dc6bd9c,lpc_qsid-1766436467812_produce_sid-of6ewk3z_7cf0733f,,,tid-a3813d7i,qsid-1766436467812,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-of6ewk3z"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-5993c629-554f-4097-879a-dcd464485b3a,lpc_qsid-1766436467812_produce_sid-on852ye2_7cf0733f,,,tid-fjwr30ib,qsid-1766436467812,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-on852ye2"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-acf08b4e-d3a6-4ee2-8af3-44b8d26fcfd3,lpc_qsid-1766436467812_produce_sid-rlzsyvny_7cf0733f,,,tid-r6cccpag,qsid-1766436467812,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-rlzsyvny"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-b91970a7-7b94-4cc0-9f5b-bd7228a702bf,lpc_qsid-1766436467812_produce_sid-rtlsmwfe_7cf0733f,,,tid-lt2t1wzu,qsid-1766436467812,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-rtlsmwfe"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-d55b5cb4-1fcb-470e-93d7-62787476ac97,lpc_qsid-1766436467812_produce_sid-yn9n3aw0_7cf0733f,,,tenant-1774885228681,qsid-1766436467812,2026-05-04 12:09:23.197384,lpc,lpc,onion-masters,produce,v2,"{""sku"": ""qsid-1766436467812"", ""type"": ""lpc"", ""item_id"": ""sid-yn9n3aw0"", ""category"": ""produce"", ""name_hash"": ""7cf0733f""}",t,backfilled
psr-7630d249-19df-4851-bfb3-dbb56f46b083,lpc_qsid-1766436467813_produce_sid-0gyle29g_1f9ba559,,,tid-veid875z,qsid-1766436467813,2026-05-04 12:09:23.197384,lpc,lpc,veggie-delight,produce,v2,"{""sku"": ""qsid-1766436467813"", ""type"": ""lpc"", ""item_id"": ""sid-0gyle29g"", ""category"": ""produce"", ""name_hash"": ""1f9ba559""}",t,backfilled
psr-57b60e49-9ec8-49b9-8dfc-c2e34a7d526d,lpc_qsid-1766436467813_produce_sid-3hba7x42_1f9ba559,,,tid-fjwr30ib,qsid-1766436467813,2026-05-04 12:09:23.197384,lpc,lpc,veggie-delight,produce,v2,"{""sku"": ""qsid-1766436467813"", ""type"": ""lpc"", ""item_id"": ""sid-3hba7x42"", ""category"": ""produce"", ""name_hash"": ""1f9ba559""}",t,backfilled
psr-ca2e5c55-f2bc-48fe-b01d-0680f3752454,lpc_qsid-1766436467813_produce_sid-5tqkxuly_1f9ba559,,,tenant-1774885228681,qsid-1766436467813,2026-05-04 12:09:23.197384,lpc,lpc,veggie-delight,produce,v2,"{""sku"": ""qsid-1766436467813"", ""type"": ""lpc"", ""item_id"": ""sid-5tqkxuly"", ""category"": ""produce"", ""name_hash"": ""1f9ba559""}",t,backfilled
psr-83320120-c8c3-47eb-9ca2-5b4eb7001b4c,lpc_qsid-1766436467813_produce_sid-945sz0o2_1f9ba559,,,tid-a3813d7i,qsid-1766436467813,2026-05-04 12:09:23.197384,lpc,lpc,veggie-delight,produce,v2,"{""sku"": ""qsid-1766436467813"", ""type"": ""lpc"", ""item_id"": ""sid-945sz0o2"", ""category"": ""produce"", ""name_hash"": ""1f9ba559""}",t,backfilled
