id,name,slug,description,google_category_id,parent_id,level,icon_emoji,sort_order,is_active,is_featured,created_at,updated_at,gcid
cat_a26258e0-0cf8-4027-8bf3-97025128edc9,Discount Store,discount-store,Discount Store - Business category for discount store,gcid:discount-store,,0,🏬,1090,t,f,2025-12-03 22:40:14.991+00,2026-01-07 19:42:38.274596+00,gcid:discount_store
cat_e9601c5b-0ce0-416c-bd04-54daec90a863,Discount Supermarket,discount-supermarket,Discount Supermarket - Business category for discount supermarket,gcid:discount-supermarket,,0,🏪,1100,t,f,2025-12-03 22:16:51.322+00,2026-01-07 19:42:38.274596+00,gcid:discount-supermarket
cat_debbd92f-d9d7-4d9b-985d-2b7587f44558,Dj Supply Store,dj-supply-store,Dj Supply Store - Business category for dj supply store,gcid:dj-supply-store,,0,🏬,1110,t,f,2025-12-03 22:40:15.202+00,2026-01-07 19:42:38.274596+00,gcid:dj_supply_store
cat_dc362001-e6b6-4f4b-ab38-cf84d0052afc,Do It Yourself Store,do-it-yourself-store,Do It Yourself Store - Business category for do it yourself store,gcid:do-it-yourself-store,,0,🏬,1120,t,f,2025-12-03 22:40:15.405+00,2026-01-07 19:42:38.274596+00,gcid:do_it_yourself_store
cat_18516210-8f4d-4f25-8547-7bbbe9118e95,Doll Store,doll-store,Doll Store - Business category for doll store,gcid:doll-store,,0,🏬,1130,t,f,2025-12-03 22:40:15.618+00,2026-01-07 19:42:38.274596+00,gcid:doll_store
cat_ec9dfefd-3bcf-4882-951f-c1b6caed9aea,Dollar Store,dollar-store,Dollar Store - Business category for dollar store,gcid:dollar-store,,0,🏬,1140,t,f,2025-12-03 22:40:15.823+00,2026-01-07 19:42:38.274596+00,gcid:dollar_store
cat_1fa89e7b-d864-4a12-87d2-1ea41c79872a,Dried Seafood Store,dried-seafood-store,Dried Seafood Store - Business category for dried seafood store,gcid:dried-seafood-store,,0,🏬,1150,t,f,2025-12-03 22:40:16.039+00,2026-01-07 19:42:38.274596+00,gcid:dried_seafood_store
cat_9dc33f65-e8b4-4956-b233-fcff1b41027b,drugstore,drugstore,Drugstore - Business category for drugstore,gcid:drugstore,,0,🏬,1160,t,f,2025-12-03 22:40:16.251+00,2026-01-07 19:42:38.274596+00,gcid:drugstore
cat_8b06cb8c-ab2c-4b44-bbac-22c444b563d2,Drum Store,drum-store,Drum Store - Business category for drum store,gcid:drum-store,,0,🏬,1170,t,f,2025-12-03 22:40:16.467+00,2026-01-07 19:42:38.274596+00,gcid:drum_store
cat_baa69ef8-d627-484c-be2f-c1b1e41233df,Dry Fruit Store,dry-fruit-store,Dry Fruit Store - Business category for dry fruit store,gcid:dry-fruit-store,,0,🏬,1180,t,f,2025-12-03 22:40:16.675+00,2026-01-07 19:42:38.274596+00,gcid:dry_fruit_store
cat_1fa697f9-f35b-4349-82f6-8550aab45561,Dry Wall Supply Store,dry-wall-supply-store,Dry Wall Supply Store - Business category for dry wall supply store,gcid:dry-wall-supply-store,,0,🏬,1190,t,f,2025-12-03 22:40:16.896+00,2026-01-07 19:42:38.274596+00,gcid:dry_wall_supply_store
cat_15a9b49a-fe04-48d0-97c7-a8b929877c23,Duty Free Store,duty-free-store,Duty Free Store - Business category for duty free store,gcid:duty-free-store,,0,🏬,1200,t,f,2025-12-03 22:40:17.112+00,2026-01-07 19:42:38.274596+00,gcid:duty_free_store
cat_aa3a268c-1964-4b85-bddc-2b13e2e07b0f,Dvd Store,dvd-store,Dvd Store - Business category for dvd store,gcid:dvd-store,,0,🏬,1210,t,f,2025-12-03 22:40:17.327+00,2026-01-07 19:42:38.274596+00,gcid:dvd_store
cat_f6dfa8fd-00f1-4a15-bd2c-e0aadc81bfce,Dye Store,dye-store,Dye Store - Business category for dye store,gcid:dye-store,,0,🏬,1220,t,f,2025-12-03 22:40:17.534+00,2026-01-07 19:42:38.274596+00,gcid:dye_store
cat_6de8f3ec-5528-427b-84ba-b5e1c32759fe,Eastern European Grocery Store,eastern-european-grocery-store,Eastern European Grocery Store - Business category for eastern european grocery store,gcid:eastern-european-grocery-store,,0,🛒,1230,t,f,2025-12-03 22:13:23.045+00,2026-01-07 19:42:38.274596+00,gcid:eastern_european_grocery_store
cat_91375abb-5a13-4a43-bfc6-31c58aa56891,Educational Supply Store,educational-supply-store,Educational Supply Store - Business category for educational supply store,gcid:educational-supply-store,,0,🏬,1240,t,f,2025-12-03 22:40:17.955+00,2026-01-07 19:42:38.274596+00,gcid:educational_supply_store
cat_f2a40b70-6435-4fc6-ac08-87a6efd2a488,Electric Bicycle Store,electric-bicycle-store,Electric Bicycle Store - Business category for electric bicycle store,gcid:electric-bicycle-store,,0,🏬,1250,t,f,2025-12-03 22:40:18.172+00,2026-01-07 19:42:38.274596+00,gcid:electric_bicycle_store
cat_f33b71fa-5067-4ac4-a4ea-f8ac73a93755,Electric Motor Store,electric-motor-store,Electric Motor Store - Business category for electric motor store,gcid:electric-motor-store,,0,🏬,1260,t,f,2025-12-03 22:40:18.404+00,2026-01-07 19:42:38.274596+00,gcid:electric_motor_store
cat_005753b0-ea36-4173-8e7b-ced9b4a616db,Electrical Supply Store,electrical-supply-store,Electrical Supply Store - Business category for electrical supply store,gcid:electrical-supply-store,,0,🏬,1270,t,f,2025-12-03 22:40:18.611+00,2026-01-07 19:42:38.274596+00,gcid:electrical_supply_store
cat_8384c16e-e8f2-4794-8c04-67c58a76c027,Electronics Store,electronics-store,Electronics Store - Business category for electronics store,gcid:electronics-store,,0,🏬,1280,t,f,2025-12-03 22:40:18.828+00,2026-01-07 19:42:38.274596+00,gcid:electronics_store
cat_49d23cbc-c7c5-468d-803d-0621817ebad8,Equestrian Store,equestrian-store,Equestrian Store - Business category for equestrian store,gcid:equestrian-store,,0,🏬,1290,t,f,2025-12-03 22:40:19.034+00,2026-01-07 19:42:38.274596+00,gcid:equestrian_store
cat_4b3aff6f-9574-47df-b1f8-a595d80dc497,European Grocery Store,european-grocery-store,European Grocery Store - Business category for european grocery store,gcid:european-grocery-store,,0,🛒,1300,t,f,2025-12-03 22:13:23.256+00,2026-01-07 19:42:38.274596+00,gcid:european_grocery_store
cat_74b1dcea-ba21-4374-81eb-4503c9a2245c,Fabric Store,fabric-store,Fabric Store - Business category for fabric store,gcid:fabric-store,,0,🏬,1310,t,f,2025-12-03 22:40:19.483+00,2026-01-07 19:42:38.274596+00,gcid:fabric_store
cat_2cb903c1-a190-46f4-bf79-633a4373f3af,Farmers Market,farmers-market,Farmers Market - Business category for farmers market,gcid:farmers-market,,0,🏪,1320,t,f,2025-12-03 22:16:51.544+00,2026-01-07 19:42:38.274596+00,gcid:farmers_market
cat_fe77ca7a-0ba5-4252-97bd-2addf328f970,Fashion Accessories Store,fashion-accessories-store,Fashion Accessories Store - Business category for fashion accessories store,gcid:fashion-accessories-store,,0,🏬,1330,t,f,2025-12-03 22:40:19.69+00,2026-01-07 19:42:38.274596+00,gcid:fashion_accessories_store
cat_bca66773-129b-4df2-a5c8-a1bbf508a276,Feed Store,feed-store,Feed Store - Business category for feed store,gcid:feed-store,,0,🏬,1340,t,f,2025-12-03 22:40:19.951+00,2026-01-07 19:42:38.274596+00,gcid:feed_store
cat_24a60a1c-d427-4c68-bdf4-32206e56c263,Felt Boots Store,felt-boots-store,Felt Boots Store - Business category for felt boots store,gcid:felt-boots-store,,0,🏬,1350,t,f,2025-12-03 22:40:20.153+00,2026-01-07 19:42:38.274596+00,gcid:felt_boots_store
cat_4c079c78-e8f4-44f8-b45d-2fddc905a037,Fence Supply Store,fence-supply-store,Fence Supply Store - Business category for fence supply store,gcid:fence-supply-store,,0,🏬,1360,t,f,2025-12-03 22:40:20.372+00,2026-01-07 19:42:38.274596+00,gcid:fence_supply_store
cat_665a140f-dad4-47c5-865a-66bf02bbe60b,Filipino Grocery Store,filipino-grocery-store,Filipino Grocery Store - Business category for filipino grocery store,gcid:filipino-grocery-store,,0,🛒,1370,t,f,2025-12-03 22:13:23.501+00,2026-01-07 19:42:38.274596+00,gcid:filipino_grocery_store
cat_70324b47-225d-4e6b-93e5-5028a5db9d15,Fireplace Store,fireplace-store,Fireplace Store - Business category for fireplace store,gcid:fireplace-store,,0,🏬,1380,t,f,2025-12-03 22:40:20.779+00,2026-01-07 19:42:38.274596+00,gcid:fireplace_store
cat_35d61258-26c6-455f-8b52-9d5d0f2dc5a3,Fireworks Store,fireworks-store,Fireworks Store - Business category for fireworks store,gcid:fireworks-store,,0,🏬,1390,t,f,2025-12-03 22:40:21.1+00,2026-01-07 19:42:38.274596+00,gcid:fireworks_store
cat_3377aece-857b-4170-a422-e8f1927de44b,Fish Store,fish-store,Fish Store - Business category for fish store,gcid:fish-store,,0,🏬,1400,t,f,2025-12-03 22:40:21.295+00,2026-01-07 19:42:38.274596+00,gcid:fish_store
cat_a3fb4c28-7f59-4751-a6bf-c99750487cc1,Fishing Store,fishing-store,Fishing Store - Business category for fishing store,gcid:fishing-store,,0,🏬,1410,t,f,2025-12-03 22:40:21.503+00,2026-01-07 19:42:38.274596+00,gcid:fishing_store
cat_12d2042f-e261-4123-919d-6b91770b2022,Fitness Equipment Store,fitness-equipment-store,Fitness Equipment Store - Business category for fitness equipment store,gcid:fitness-equipment-store,,0,🏬,1420,t,f,2025-12-03 22:40:21.7+00,2026-01-07 19:42:38.274596+00,gcid:fitness_equipment_store
cat_47fa9995-bbf2-470a-8dac-5c2cc32ed0b0,Flag Store,flag-store,Flag Store - Business category for flag store,gcid:flag-store,,0,🏬,1430,t,f,2025-12-03 22:40:21.918+00,2026-01-07 19:42:38.274596+00,gcid:flag_store
cat_1faeadb8-cd96-462b-8059-b3cd68cc6832,Flamenco Dance Store,flamenco-dance-store,Flamenco Dance Store - Business category for flamenco dance store,gcid:flamenco-dance-store,,0,🏬,1440,t,f,2025-12-03 22:40:22.119+00,2026-01-07 19:42:38.274596+00,gcid:flamenco_dance_store
cat_dae93f46-44c6-4f16-a297-9daecfe7fe1a,Flea Market,flea-market,Flea Market - Business category for flea market,gcid:flea-market,,0,🏪,1450,t,f,2025-12-03 22:16:51.778+00,2026-01-07 19:42:38.274596+00,gcid:flea_market
cat_da2ffccb-9a68-43c5-843a-6e3b68aee4ff,Floating Market,floating-market,Floating Market - Business category for floating market,gcid:floating-market,,0,🏪,1460,t,f,2025-12-03 22:16:52.013+00,2026-01-07 19:42:38.274596+00,gcid:floating_market
cat_9757e7bd-32aa-4a5b-bcb8-ad899739ade8,Flooring Store,flooring-store,Flooring Store - Business category for flooring store,gcid:flooring-store,,0,🏬,1470,t,f,2025-12-03 22:40:22.331+00,2026-01-07 19:42:38.274596+00,gcid:flooring_store
cat_bed98301-d7e3-46dc-90d3-28a8a7887780,Flower Market,flower-market,Flower Market - Business category for flower market,gcid:flower-market,,0,💐,1480,t,f,2025-12-03 22:16:52.239+00,2026-01-07 19:42:38.274596+00,gcid:flower_market
cat_2b375fc1-49c1-471e-b5d8-041782869c85,Fmcg Goods Wholesaler,fmcg-goods-wholesaler,Fmcg Goods Wholesaler - Business category for fmcg goods wholesaler,gcid:fmcg-goods-wholesaler,,0,🏪,1490,t,f,2025-12-03 22:39:25.877+00,2026-01-07 19:42:38.274596+00,gcid:fmcg_goods_wholesaler
cat_e1091d11-94b0-4085-8c3c-3647ac754d78,Formal Clothing Store,formal-clothing-store,Formal Clothing Store - Business category for formal clothing store,gcid:formal-clothing-store,,0,🏬,1500,t,f,2025-12-03 22:40:22.527+00,2026-01-07 19:42:38.274596+00,gcid:formal_clothing_store
cat_551e18a7-ee37-44c5-8702-fcde5777e70b,Fresh Food Market,fresh-food-market,Fresh Food Market - Business category for fresh food market,gcid:fresh-food-market,,0,🏪,1510,t,f,2025-12-03 22:16:52.464+00,2026-01-07 19:42:38.274596+00,gcid:fresh_food_market
cat_d86dba33-6871-49ee-af1a-f2cfd4b7dbf6,Frozen Food Store,frozen-food-store,Frozen Food Store - Business category for frozen food store,gcid:frozen-food-store,,0,🏬,1520,t,f,2025-12-03 22:40:22.735+00,2026-01-07 19:42:38.274596+00,gcid:frozen_food_store
cat_d83c4fee-0b98-4bcb-a4b7-96ac0a2c3cd9,Fruit And Vegetable Store,fruit-and-vegetable-store,Fruit And Vegetable Store - Business category for fruit and vegetable store,gcid:fruit-and-vegetable-store,,0,🏬,1530,t,f,2025-12-03 22:40:22.932+00,2026-01-07 19:42:38.274596+00,gcid:fruit_and_vegetable_store
cat_3d3e6423-97d1-4bdb-b743-3c0d4d0af6c5,Furnace Store,furnace-store,Furnace Store - Business category for furnace store,gcid:furnace-store,,0,🏬,1540,t,f,2025-12-03 22:40:23.14+00,2026-01-07 19:42:38.274596+00,gcid:furnace_store
cat_71716448-19fc-41b0-a376-0b88701bdc20,Furniture Store,furniture-store,Furniture Store - Business category for furniture store,gcid:furniture-store,,0,🏬,1550,t,f,2025-12-03 22:40:23.34+00,2026-01-07 19:42:38.274596+00,gcid:furniture_store
cat_e3e05f4e-ee80-42b9-9324-d2193acbe9e8,Futon Store,futon-store,Futon Store - Business category for futon store,gcid:futon-store,,0,🏬,1560,t,f,2025-12-03 22:40:23.551+00,2026-01-07 19:42:38.274596+00,gcid:futon_store
cat_55226a27-ee92-4083-82dc-b7570b688747,Game Store,game-store,Game Store - Business category for game store,gcid:game-store,,0,🏬,1570,t,f,2025-12-03 22:40:23.75+00,2026-01-07 19:42:38.274596+00,gcid:game_store
cat_c11c4967-81c7-4432-88d4-5605672a1b1a,Garden Furniture Store,garden-furniture-store,Garden Furniture Store - Business category for garden furniture store,gcid:garden-furniture-store,,0,🏬,1580,t,f,2025-12-03 22:40:23.961+00,2026-01-07 19:42:38.274596+00,gcid:garden_furniture_store
cat_4824794d-ad09-4d29-9279-01d257707786,Gift Basket Store,gift-basket-store,Gift Basket Store - Business category for gift basket store,gcid:gift-basket-store,,0,🏬,1600,t,f,2025-12-03 22:40:24.404+00,2026-01-07 19:42:38.274596+00,gcid:gift_basket_store
cat_fa6cbfd9-7c6b-4d2e-bd5c-a1850b634fd2,Gift Wrap Store,gift-wrap-store,Gift Wrap Store - Business category for gift wrap store,gcid:gift-wrap-store,,0,🏬,1610,t,f,2025-12-03 22:40:24.608+00,2026-01-07 19:42:38.274596+00,gcid:gift_wrap_store
cat_e99717b4-77b1-4276-aca0-847ea6bd6aee,Glassware Store,glassware-store,Glassware Store - Business category for glassware store,gcid:glassware-store,,0,🏬,1620,t,f,2025-12-03 22:40:24.82+00,2026-01-07 19:42:38.274596+00,gcid:glassware_store
cat_1016e4e8-f535-4ee8-b3b4-11b69fe8d306,Goldfish Store,goldfish-store,Goldfish Store - Business category for goldfish store,gcid:goldfish-store,,0,🏬,1630,t,f,2025-12-03 22:40:25.032+00,2026-01-07 19:42:38.274596+00,gcid:goldfish_store
cat_748b7542-3a40-4f51-8360-388ad3c1f97f,Gourmet Grocery Store,gourmet-grocery-store,Gourmet Grocery Store - Business category for gourmet grocery store,gcid:gourmet-grocery-store,,0,🛒,1640,t,f,2025-12-03 22:13:23.709+00,2026-01-07 19:42:38.274596+00,gcid:gourmet_grocery_store
cat_a28f7d12-af60-4e88-b3cc-27751159e877,Grill Store,grill-store,Grill Store - Business category for grill store,gcid:grill-store,,0,🏬,1650,t,f,2025-12-03 22:40:25.448+00,2026-01-07 19:42:38.274596+00,gcid:grill_store
cat_0fed515b-c969-45f8-8637-8723a0789a0e,Grocery Delivery Service,grocery-delivery-service,Grocery Delivery Service - Business category for grocery delivery service,gcid:grocery-delivery-service,,0,🥪,1660,t,f,2025-12-03 22:13:23.925+00,2026-01-07 19:42:38.274596+00,gcid:grocery_delivery_service
cat_e1f1a819-3f02-427d-a080-74d3fdf47922,Hardware Store,hardware-store,Hardware Store - Business category for hardware store,gcid:hardware-store,,0,🏬,1690,t,f,2025-12-03 22:40:26.074+00,2026-01-07 19:42:38.274596+00,gcid:hardware_store
cat_5962b56b-e53f-426b-96a3-58b8c5d603fb,Hawaiian Goods Store,hawaiian-goods-store,Hawaiian Goods Store - Business category for hawaiian goods store,gcid:hawaiian-goods-store,,0,🏬,1700,t,f,2025-12-03 22:39:26.182+00,2026-01-07 19:42:38.274596+00,gcid:hawaiian_goods_store
cat_78efdf1e-304a-4ada-91c0-135623e644e8,Hearing Aid Store,hearing-aid-store,Hearing Aid Store - Business category for hearing aid store,gcid:hearing-aid-store,,0,🏬,1720,t,f,2025-12-03 22:40:26.693+00,2026-01-07 19:42:38.274596+00,gcid:hearing_aid_store
cat_1dd6f7cb-802a-40a2-95e3-7447a63c52f3,Hearing Assistance Earphone Store,hearing-assistance-earphone-store,Hearing Assistance Earphone Store - Business category for hearing assistance earphone store,gcid:hearing-assistance-earphone-store,,0,🏬,1730,t,f,2025-12-03 22:40:26.895+00,2026-01-07 19:42:38.274596+00,gcid:hearing_assistance_earphone_store
cat_2061bfa8-2724-4a05-879c-4f9518986dd5,Herbal Medicine Store,herbal-medicine-store,Herbal Medicine Store - Business category for herbal medicine store,gcid:herbal-medicine-store,,0,🏬,1740,t,f,2025-12-03 22:40:27.11+00,2026-01-07 19:42:38.274596+00,gcid:herbal_medicine_store
cat_b5fcf744-0fe6-4f1b-a680-1984d32aecfa,Hobby Store,hobby-store,Hobby Store - Business category for hobby store,gcid:hobby-store,,0,🏬,1750,t,f,2025-12-03 22:40:27.314+00,2026-01-07 19:42:38.274596+00,gcid:hobby_store
cat_a0c058d6-2122-4b6b-af60-6b6425a73753,Hockey Supply Store,hockey-supply-store,Hockey Supply Store - Business category for hockey supply store,gcid:hockey-supply-store,,0,🏬,1760,t,f,2025-12-03 22:40:27.524+00,2026-01-07 19:42:38.274596+00,gcid:hockey_supply_store
cat_a61d8818-7789-4e7d-83de-1c6320501ef5,Home Goods Store,home-goods-store,Home Goods Store - Business category for home goods store,gcid:home-goods-store,,0,🏬,1770,t,f,2025-12-03 22:39:26.402+00,2026-01-07 19:42:38.274596+00,gcid:home_goods_store
cat_32404fcf-4bd7-41dd-9ce7-1869a99411ee,Home Improvement Store,home-improvement-store,Home Improvement Store - Business category for home improvement store,gcid:home-improvement-store,,0,🏬,1780,t,f,2025-12-03 22:40:27.928+00,2026-01-07 19:42:38.274596+00,gcid:home_improvement_store
cat_1d2b37f5-e6a0-48b7-84a4-ea0b5f2fd797,Home Theater Store,home-theater-store,Home Theater Store - Business category for home theater store,gcid:home-theater-store,,0,🏬,1790,t,f,2025-12-03 22:40:28.138+00,2026-01-07 19:42:38.274596+00,gcid:home_theater_store
cat_9681f36d-1ac5-4bdf-90da-0523c5a30fdf,Hookah Store,hookah-store,Hookah Store - Business category for hookah store,gcid:hookah-store,,0,🏬,1800,t,f,2025-12-03 22:40:28.338+00,2026-01-07 19:42:38.274596+00,gcid:hookah_store
cat_a990be88-4c34-4e89-9960-000ad2921d54,Hot Tub Store,hot-tub-store,Hot Tub Store - Business category for hot tub store,gcid:hot-tub-store,,0,🏬,1810,t,f,2025-12-03 22:40:28.549+00,2026-01-07 19:42:38.274596+00,gcid:hot_tub_store
cat_54f3d814-be9d-4d31-8c5c-a1849d5ef7b5,Hotel Supply Store,hotel-supply-store,Hotel Supply Store - Business category for hotel supply store,gcid:hotel-supply-store,,0,🏬,1820,t,f,2025-12-03 22:40:28.748+00,2026-01-07 19:42:38.274596+00,gcid:hotel_supply_store
cat_f8899fef-5503-4860-bbc8-7589c18f2f8f,Household Goods Wholesaler,household-goods-wholesaler,Household Goods Wholesaler - Business category for household goods wholesaler,gcid:household-goods-wholesaler,,0,🏪,1830,t,f,2025-12-03 22:39:26.625+00,2026-01-07 19:42:38.274596+00,gcid:household_goods_wholesaler
cat_66e4e130-6b98-4c25-852f-e4c364e2401f,Hua Niao Market Place,hua-niao-market-place,Hua Niao Market Place - Business category for hua niao market place,gcid:hua-niao-market-place,,0,🏪,1840,t,f,2025-12-03 22:16:52.699+00,2026-01-07 19:42:38.274596+00,gcid:hua_niao_market_place
cat_a59d0470-b339-420c-88e7-684a8f76f181,Hunting And Fishing Store,hunting-and-fishing-store,Hunting And Fishing Store - Business category for hunting and fishing store,gcid:hunting-and-fishing-store,,0,🏬,1850,t,f,2025-12-03 22:40:28.956+00,2026-01-07 19:42:38.274596+00,gcid:hunting_and_fishing_store
cat_1e408c0d-e633-46ae-855d-08a67ea92f8a,Hunting Store,hunting-store,Hunting Store - Business category for hunting store,gcid:hunting-store,,0,🏬,1860,t,f,2025-12-03 22:40:29.157+00,2026-01-07 19:42:38.274596+00,gcid:hunting_store
cat_d0a9a63c-77bb-4e63-a071-59f04e64e020,hypermarket,hypermarket,Hypermarket - Business category for hypermarket,gcid:hypermarket,,0,🏪,1870,t,f,2025-12-03 22:16:52.942+00,2026-01-07 19:42:38.274596+00,gcid:hypermarket
cat_9221f69e-a5a3-4036-af2b-885d4b2bc740,Pen Store,pen-store,Pen Store - Business category for pen store,gcid:pen-store,,0,🏬,2760,t,f,2025-12-03 22:40:45.441+00,2026-01-07 19:42:38.274596+00,gcid:pen_store
cat_ae577d84-f7dc-40a6-a872-ff4fb12ab8fb,Indian Grocery Store,indian-grocery-store,Indian Grocery Store - Business category for indian grocery store,gcid:indian-grocery-store,,0,🛒,1880,t,f,2025-12-03 22:13:24.356+00,2026-01-07 19:42:38.274596+00,gcid:indian_grocery_store
cat_39347a48-4ef7-410a-b9bb-107e77a46151,Indian Sweets Shop,indian-sweets-shop,Indian Sweets Shop - Business category for indian sweets shop,gcid:indian-sweets-shop,,0,🛍️,1890,t,f,2025-12-03 22:37:31.435+00,2026-01-07 19:42:38.274596+00,gcid:indian_sweets_shop
cat_b213f3ef-4674-402a-8cf3-aaf1573323b0,Industrial Supermarket,industrial-supermarket,Industrial Supermarket - Business category for industrial supermarket,gcid:industrial-supermarket,,0,🏪,1900,t,f,2025-12-03 22:16:53.189+00,2026-01-07 19:42:38.274596+00,gcid:industrial_supermarket
cat_07eaf80b-a3ed-4a8c-b2de-c0fba5d8a7ba,Insulation Materials Store,insulation-materials-store,Insulation Materials Store - Business category for insulation materials store,gcid:insulation-materials-store,,0,🏬,1910,t,f,2025-12-03 22:40:29.608+00,2026-01-07 19:42:38.274596+00,gcid:insulation_materials_store
cat_8342845f-8329-4402-8939-68139edda9fb,Internet Marketing Service,internet-marketing-service,Internet Marketing Service - Business category for internet marketing service,gcid:internet-marketing-service,,0,🏪,1920,t,f,2025-12-03 22:16:53.423+00,2026-01-07 19:42:38.274596+00,gcid:internet_marketing_service
cat_711f6d38-7b63-4b82-8973-f2260ac8574a,Irish Goods Store,irish-goods-store,Irish Goods Store - Business category for irish goods store,gcid:irish-goods-store,,0,🏬,1930,t,f,2025-12-03 22:39:26.851+00,2026-01-07 19:42:38.274596+00,gcid:irish_goods_store
cat_9b3598a3-b3e1-4523-9d31-7af057603076,Italian Grocery Store,italian-grocery-store,Italian Grocery Store - Business category for italian grocery store,gcid:italian-grocery-store,,0,🍝,1940,t,f,2025-12-03 22:13:24.563+00,2026-01-07 19:42:38.274596+00,gcid:italian_grocery_store
cat_e13bff54-5dae-40ab-8384-88f880496c56,Japanese Grocery Store,japanese-grocery-store,Japanese Grocery Store - Business category for japanese grocery store,gcid:japanese-grocery-store,,0,🛒,1950,t,f,2025-12-03 22:13:24.786+00,2026-01-07 19:42:38.274596+00,gcid:japanese_grocery_store
cat_41efb4e1-709d-458a-a87e-30ecb6bd58d1,Jewelry Store,jewelry-store,Jewelry Store - Business category for jewelry store,gcid:jewelry-store,,0,🏬,1960,t,f,2025-12-03 22:40:30.444+00,2026-01-07 19:42:38.274596+00,gcid:jewelry_store
cat_385a01a4-0a67-4cf7-81f5-6a87c0066b5f,Judaica Store,judaica-store,Judaica Store - Business category for judaica store,gcid:judaica-store,,0,🏬,1970,t,f,2025-12-03 22:40:30.661+00,2026-01-07 19:42:38.274596+00,gcid:judaica_store
cat_094f0580-e686-4b41-85d5-52c8abd027aa,Kimono Store,kimono-store,Kimono Store - Business category for kimono store,gcid:kimono-store,,0,🏬,1980,t,f,2025-12-03 22:40:30.859+00,2026-01-07 19:42:38.274596+00,gcid:kimono_store
cat_3ea1d0eb-38d1-4afb-8bfb-215a2b08d665,Kitchen Furniture Store,kitchen-furniture-store,Kitchen Furniture Store - Business category for kitchen furniture store,gcid:kitchen-furniture-store,,0,🏬,1990,t,f,2025-12-03 22:40:31.07+00,2026-01-07 19:42:38.274596+00,gcid:kitchen_furniture_store
cat_e2650726-6426-4b05-9609-7d00c1f2407f,Kitchen Supply Store,kitchen-supply-store,Kitchen Supply Store - Business category for kitchen supply store,gcid:kitchen-supply-store,,0,🏬,2000,t,f,2025-12-03 22:40:31.272+00,2026-01-07 19:42:38.274596+00,gcid:kitchen_supply_store
cat_c11e6265-4671-4a74-8d3b-19fc4ea57905,Knife Store,knife-store,Knife Store - Business category for knife store,gcid:knife-store,,0,🏬,2010,t,f,2025-12-03 22:40:31.478+00,2026-01-07 19:42:38.274596+00,gcid:knife_store
cat_121aeca3-2b29-4489-8557-b368f43f757a,Korean Grocery Store,korean-grocery-store,Korean Grocery Store - Business category for korean grocery store,gcid:korean-grocery-store,,0,🛒,2020,t,f,2025-12-03 22:13:24.997+00,2026-01-07 19:42:38.274596+00,gcid:korean_grocery_store
cat_e3399e7d-502a-4d56-83eb-c12872541387,Kosher Grocery Store,kosher-grocery-store,Kosher Grocery Store - Business category for kosher grocery store,gcid:kosher-grocery-store,,0,🛒,2030,t,f,2025-12-03 22:13:25.212+00,2026-01-07 19:42:38.274596+00,gcid:kosher_grocery_store
cat_9b803532-d415-461e-9f41-a15f5284c7dc,Landscaping Supply Store,landscaping-supply-store,Landscaping Supply Store - Business category for landscaping supply store,gcid:landscaping-supply-store,,0,🏬,2040,t,f,2025-12-03 22:40:32.093+00,2026-01-07 19:42:38.274596+00,gcid:landscaping_supply_store
cat_842ab1fe-4c02-4956-b662-ecfa54452f23,Law Book Store,law-book-store,Law Book Store - Business category for law book store,gcid:law-book-store,,0,🏬,2050,t,f,2025-12-03 22:40:32.302+00,2026-01-07 19:42:38.274596+00,gcid:law_book_store
cat_10db7582-e24a-4460-9ce3-d18be783873f,Lawn Mower Store,lawn-mower-store,Lawn Mower Store - Business category for lawn mower store,gcid:lawn-mower-store,,0,🏬,2060,t,f,2025-12-03 22:40:32.502+00,2026-01-07 19:42:38.274596+00,gcid:lawn_mower_store
cat_967e0528-1034-4156-85dd-c1cb882d9a79,Leather Coats Store,leather-coats-store,Leather Coats Store - Business category for leather coats store,gcid:leather-coats-store,,0,🏬,2070,t,f,2025-12-03 22:40:32.71+00,2026-01-07 19:42:38.274596+00,gcid:leather_coats_store
cat_8fadfdcb-aa16-4456-b57d-66347b84bf76,Leather Goods Manufacturer,leather-goods-manufacturer,Leather Goods Manufacturer - Business category for leather goods manufacturer,gcid:leather-goods-manufacturer,,0,🏪,2080,t,f,2025-12-03 22:39:27.074+00,2026-01-07 19:42:38.274596+00,gcid:leather_goods_manufacturer
cat_a3c89986-e767-44aa-b727-a25f54bd2b31,Leather Goods Store,leather-goods-store,Leather Goods Store - Business category for leather goods store,gcid:leather-goods-store,,0,🏬,2090,t,f,2025-12-03 22:39:27.277+00,2026-01-07 19:42:38.274596+00,gcid:leather_goods_store
cat_ad8b4193-1cd6-4a33-b91f-e0ecaaee2e74,Leather Goods Supplier,leather-goods-supplier,Leather Goods Supplier - Business category for leather goods supplier,gcid:leather-goods-supplier,,0,🏪,2100,t,f,2025-12-03 22:39:27.49+00,2026-01-07 19:42:38.274596+00,gcid:leather_goods_supplier
cat_43185949-dd8c-4e01-a465-1f177000a265,Leather Goods Wholesaler,leather-goods-wholesaler,Leather Goods Wholesaler - Business category for leather goods wholesaler,gcid:leather-goods-wholesaler,,0,🏪,2110,t,f,2025-12-03 22:39:27.751+00,2026-01-07 19:42:38.274596+00,gcid:leather_goods_wholesaler
