id,tenantId,name,slug,parentId,googleCategoryId,isActive,sortOrder,createdAt,updatedAt
scid-tid-lt2t1wzu-ootlyw,tid-lt2t1wzu,Accessories,accessories,,5623,t,5,2026-03-03 05:20:22.217,2026-03-03 05:20:22.215
scid-tid-lt2t1wzu-ro2nhi,tid-lt2t1wzu,Shoes,shoes,,5567,t,6,2026-03-03 05:20:22.546,2026-03-03 05:20:22.544
scid-tid-042hi7ju-9uu44w,tid-042hi7ju,Live Animals,live-animals,,3237,t,0,2026-03-03 05:20:22.921,2026-03-03 05:20:22.919
scid-tid-042hi7ju-2ooa7x,tid-042hi7ju,Hand Tools,hand-tools,,6965,t,0,2026-03-03 05:20:23.252,2026-03-03 05:20:23.25
scid-tid-042hi7ju-tb54el,tid-042hi7ju,Clothing,clothing,,1604,t,0,2026-03-03 05:20:23.684,2026-03-03 05:20:23.682
scid-tid-042hi7ju-lmasli,tid-042hi7ju,Women's Tops,womens-tops,,212,t,0,2026-03-03 05:20:24.103,2026-03-03 05:20:24.099
scid-tid-042hi7ju-etxu02,tid-042hi7ju,Skincare,skincare,,6261,t,0,2026-03-03 05:20:24.516,2026-03-03 05:20:24.513
scid-tid-042hi7ju-8yg5ma,tid-042hi7ju,Drawing & Painting,drawing-painting,,500038,t,0,2026-03-03 05:20:25.265,2026-03-03 05:20:25.255
scid-tid-042hi7ju-ucab80,tid-042hi7ju,Arts amp; Entertainment,arts-amp-entertainment,,8,t,0,2026-03-03 05:20:25.767,2026-03-03 05:20:25.735
scid-tid-042hi7ju-v981a5,tid-042hi7ju,Toys amp; Games,toys-amp-games,,1239,t,0,2026-03-03 05:20:26.232,2026-03-03 05:20:26.228
scid-tid-042hi7ju-zuvad7,tid-042hi7ju,Juggling,juggling,,Juggling,t,0,2026-03-03 05:20:26.614,2026-03-03 05:20:26.609
scid-tid-042hi7ju-3oo3bi,tid-042hi7ju,Craft Supplies,craft-supplies,,500038,t,1,2026-03-03 05:20:26.984,2026-03-03 05:20:26.981
scid-tid-m8ijkrnk-qfropr,tid-m8ijkrnk,Arts amp; Entertainment,arts-amp-entertainment,,8,t,0,2026-01-20 14:38:20.128,2026-01-20 14:38:20.127
scid-tid-m8ijkrnk-nny13x,tid-m8ijkrnk,Toys amp; Games,toys-amp-games,,1239,t,0,2026-01-31 13:32:32.638,2026-01-31 13:32:32.637
scid-tid-042hi7ju-lxyw3c,tid-042hi7ju,Haircare,haircare,,499992,t,1,2026-03-03 05:20:27.339,2026-03-03 05:20:27.337
scid-tid-042hi7ju-hqt5eg,tid-042hi7ju,Women's Bottoms,womens-bottoms,,6229,t,1,2026-03-03 05:20:27.691,2026-03-03 05:20:27.687
scid-tid-042hi7ju-boxp4m,tid-042hi7ju,Power Tools,power-tools,,2629,t,1,2026-03-03 05:20:28.048,2026-03-03 05:20:28.045
scid-tid-042hi7ju-lh14ec,tid-042hi7ju,Dresses,dresses,,5330,t,2,2026-03-03 05:20:28.385,2026-03-03 05:20:28.382
tid-mrsyk3w6_dairy-eggs,tid-mrsyk3w6,Dairy & Eggs,dairy-eggs,,543554,t,0,2025-12-27 11:14:07.447,2025-12-27 11:14:07.445
tid-mrsyk3w6_produce,tid-mrsyk3w6,Produce,produce,,503759,t,1,2025-12-27 11:14:07.628,2025-12-27 11:14:07.626
tid-mrsyk3w6_meat-seafood,tid-mrsyk3w6,Meat & Seafood,meat-seafood,,5813,t,2,2025-12-27 11:14:07.805,2025-12-27 11:14:07.803
tid-mrsyk3w6_bakery,tid-mrsyk3w6,Bakery,bakery,,5904,t,3,2025-12-27 11:14:07.985,2025-12-27 11:14:07.983
tid-mrsyk3w6_frozen-foods,tid-mrsyk3w6,Frozen Foods,frozen-foods,,499991,t,4,2025-12-27 11:14:08.163,2025-12-27 11:14:08.161
tid-mrsyk3w6_beverages,tid-mrsyk3w6,Beverages,beverages,,5887,t,5,2025-12-27 11:14:08.342,2025-12-27 11:14:08.339
tid-mrsyk3w6_snacks,tid-mrsyk3w6,Snacks,snacks,,2392,t,6,2025-12-27 11:14:08.519,2025-12-27 11:14:08.517
tid-mrsyk3w6_pantry-staples,tid-mrsyk3w6,Pantry Staples,pantry-staples,,7000,t,7,2025-12-27 11:14:08.697,2025-12-27 11:14:08.695
scid-tid-042hi7ju-jhs20z,tid-042hi7ju,Sewing & Fabric,sewing-fabric,,4579,t,2,2026-03-03 05:20:28.72,2026-03-03 05:20:28.718
scid-tid-042hi7ju-04b4jy,tid-042hi7ju,Makeup,makeup,,6306,t,2,2026-03-03 05:20:29.056,2026-03-03 05:20:29.054
scid-tid-042hi7ju-fqmxb7,tid-042hi7ju,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-03 05:20:29.404,2026-03-03 05:20:29.402
scid-tid-042hi7ju-7p2sbw,tid-042hi7ju,Men's Shirts,mens-shirts,,3794,t,3,2026-03-03 05:20:29.739,2026-03-03 05:20:29.737
scid-tid-042hi7ju-nc89mp,tid-042hi7ju,Fragrance,fragrance,,2747,t,3,2026-03-03 05:20:30.091,2026-03-03 05:20:30.089
scid-tid-042hi7ju-s4db1k,tid-042hi7ju,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-03 05:20:30.434,2026-03-03 05:20:30.432
scid-tid-042hi7ju-rzmyxo,tid-042hi7ju,Kids Crafts,kids-crafts,,8168,t,3,2026-03-03 05:20:30.782,2026-03-03 05:20:30.78
scid-tid-042hi7ju-tnkhw8,tid-042hi7ju,Electrical,electrical,,499932,t,4,2026-03-03 05:20:31.138,2026-03-03 05:20:31.136
scid-tid-042hi7ju-s170ss,tid-042hi7ju,Men's Pants,mens-pants,,3951,t,4,2026-03-03 05:20:31.498,2026-03-03 05:20:31.494
scid-tid-042hi7ju-u89bua,tid-042hi7ju,Men's Grooming,mens-grooming,,8531,t,4,2026-03-03 05:20:31.953,2026-03-03 05:20:31.945
scid-tid-042hi7ju-kvgebh,tid-042hi7ju,Shoes,shoes,,5567,t,6,2026-03-03 05:20:32.604,2026-03-03 05:20:32.599
scid-tid-qki0mjdb-f40x5t,tid-qki0mjdb,Beverages,beverages,,,t,0,2026-03-23 05:44:18.957,2026-03-23 05:44:18.951
scid-tid-qki0mjdb-leql5u,tid-qki0mjdb,Coffee,coffee,,,t,0,2026-03-23 05:48:20.603,2026-03-23 05:48:20.601
scid-tid-m8ijkrnk-m2u8xn,tid-m8ijkrnk,Business amp; Industrial,business-and-industrial,,111,t,0,2026-03-23 17:24:27.261,2026-03-23 17:24:27.257
scid-tid-qki0mjdb-e5hqge,tid-qki0mjdb,Drills,drills,,1217,t,0,2026-03-25 17:41:01.838,2026-03-25 17:41:01.837
scid-tid-qki0mjdb-1gfm2t,tid-qki0mjdb,Manual Hammers,manual-hammers,,2208,t,0,2026-03-25 17:45:47.538,2026-03-25 17:45:47.537
scid-tid-lt2t1wzu-abd0fp,tid-lt2t1wzu,Books & Media,books-media,,543543,t,4,2026-03-26 01:15:33.17,2026-03-26 01:15:33.167
scid-tid-lt2t1wzu-w1fzxs,tid-lt2t1wzu,Home & Garden,home-garden,,3221,t,0,2026-03-26 01:15:35.653,2026-03-26 01:15:35.652
scid-tid-lt2t1wzu-b5urr8,tid-lt2t1wzu,Office Furniture,office-furniture,,6521,t,2,2026-03-26 01:15:42.329,2026-03-26 01:15:42.328
scid-tid-lt2t1wzu-qnxckn,tid-lt2t1wzu,Health & Beauty,health-beauty,,6261,t,1,2026-03-26 01:15:45.587,2026-03-26 01:15:45.586
scid-tid-lt2t1wzu-xl8qgb,tid-lt2t1wzu,Storage Furniture,storage-furniture,,6358,t,4,2026-03-26 01:15:49.1,2026-03-26 01:15:49.099
scid-tid-lt2t1wzu-nrzlmy,tid-lt2t1wzu,Bedroom,bedroom,,4437,t,1,2026-03-26 01:15:51.03,2026-03-26 01:15:51.027
scid-tid-lt2t1wzu-wdarm2,tid-lt2t1wzu,Toys & Games,toys-games,,1246,t,3,2026-03-26 01:15:56.13,2026-03-26 01:15:56.129
scid-tid-lt2t1wzu-pefi1i,tid-lt2t1wzu,Sports & Outdoors,sports-outdoors,,499687,t,2,2026-03-26 01:16:00.705,2026-03-26 01:16:00.704
scid-tid-lt2t1wzu-dbbi2b,tid-lt2t1wzu,Living Room,living-room,,6348,t,0,2026-03-26 01:16:10.604,2026-03-26 01:16:10.603
scid-tid-veid875z-dnij1k,tid-veid875z,Produce,produce,,503759,t,1,2026-03-26 01:23:36.037,2026-03-26 01:23:36.036
scid-tid-veid875z-ckz4n0,tid-veid875z,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-26 01:23:44.319,2026-03-26 01:23:44.318
scid-tid-a3813d7i-647075,tid-a3813d7i,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-26 01:23:46.406,2026-03-26 01:23:46.405
scid-tid-veid875z-9q3vng,tid-veid875z,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-26 01:24:08.242,2026-03-26 01:24:08.241
scid-tid-a3813d7i-nuf3x6,tid-a3813d7i,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-26 01:24:10.334,2026-03-26 01:24:10.332
scid-tid-mrsyk3w6-7jwjnl,tid-mrsyk3w6,Living Room,living-room,,6348,t,0,2026-03-26 01:24:15.268,2026-03-26 01:24:15.267
scid-tid-veid875z-pek8co,tid-veid875z,Living Room,living-room,,6348,t,0,2026-03-26 01:24:17.443,2026-03-26 01:24:17.442
scid-tid-a3813d7i-zzi9mm,tid-a3813d7i,Living Room,living-room,,6348,t,0,2026-03-26 01:24:19.604,2026-03-26 01:24:19.603
scid-tid-mrsyk3w6-o684ua,tid-mrsyk3w6,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-26 01:24:45.933,2026-03-26 01:24:45.932
scid-tid-veid875z-jd7whz,tid-veid875z,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-26 01:24:47.663,2026-03-26 01:24:47.662
scid-tid-a3813d7i-6cxhdz,tid-a3813d7i,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-26 01:24:49.399,2026-03-26 01:24:49.398
scid-tid-veid875z-xyibyy,tid-veid875z,Power Tools,power-tools,,2629,t,1,2026-03-26 01:24:55.29,2026-03-26 01:24:55.289
scid-tid-a3813d7i-36348s,tid-a3813d7i,Power Tools,power-tools,,2629,t,1,2026-03-26 01:24:57.365,2026-03-26 01:24:57.364
scid-tid-8622qs2t-tnoduc,tid-8622qs2t,Home & Garden,home-garden,,3221,t,0,2026-03-26 01:21:26.882,2026-03-26 01:21:26.881
scid-tid-8622qs2t-4py5gj,tid-8622qs2t,Produce,produce,,503759,t,1,2026-03-26 01:23:40.484,2026-03-26 01:23:40.483
scid-tid-8622qs2t-qo16rv,tid-8622qs2t,Health & Beauty,health-beauty,,6261,t,1,2026-03-26 01:22:18.2,2026-03-26 01:22:18.199
scid-tid-8622qs2t-ikd8d3,tid-8622qs2t,Power Tools,power-tools,,2629,t,1,2026-03-26 01:25:00.073,2026-03-26 01:25:00.071
scid-tid-8622qs2t-zcrltn,tid-8622qs2t,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-26 01:24:13.164,2026-03-26 01:24:13.163
scid-tid-8622qs2t-ztlgpk,tid-8622qs2t,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-26 01:24:51.821,2026-03-26 01:24:51.82
scid-tid-8622qs2t-tt5iaf,tid-8622qs2t,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-26 01:23:49.188,2026-03-26 01:23:49.187
scid-tid-8622qs2t-rn0dtq,tid-8622qs2t,Office Supplies,office-supplies,,543675,t,5,2026-03-26 08:43:44.78,2026-03-26 08:43:44.777
scid-tid-8622qs2t-dscxnb,tid-8622qs2t,Beverages,beverages,,5887,t,5,2026-03-26 08:43:45.109,2026-03-26 08:43:45.106
tid-r6cccpag_hand-tools,tid-r6cccpag,Hand Tools,hand-tools,,6965,t,0,2025-12-23 22:57:21.132,2025-12-23 22:57:21.13
tid-r6cccpag_power-tools,tid-r6cccpag,Power Tools,power-tools,,2629,t,1,2025-12-23 22:57:21.535,2025-12-23 22:57:21.533
tid-r6cccpag_fasteners-hardware,tid-r6cccpag,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2025-12-23 22:57:21.948,2025-12-23 22:57:21.946
tid-r6cccpag_paint-supplies,tid-r6cccpag,Paint & Supplies,paint-supplies,,328062,t,3,2025-12-23 22:57:22.353,2025-12-23 22:57:22.351
tid-r6cccpag_electrical,tid-r6cccpag,Electrical,electrical,,499932,t,4,2025-12-23 22:57:22.748,2025-12-23 22:57:22.745
scid-tid-m8ijkrnk-lhfw16,tid-m8ijkrnk,Juggling,juggling,,Juggling,t,0,2026-02-18 22:41:30.272,2026-02-18 22:41:30.26
scid-tid-mrsyk3w6-oawlc7,tid-mrsyk3w6,Live Animals,live-animals,,3237,t,0,2026-03-03 05:20:33.033,2026-03-03 05:20:33.028
scid-tid-mrsyk3w6-gabtqx,tid-mrsyk3w6,Hand Tools,hand-tools,,6965,t,0,2026-03-03 05:20:33.415,2026-03-03 05:20:33.411
scid-tid-mrsyk3w6-ajq2rz,tid-mrsyk3w6,Clothing,clothing,,1604,t,0,2026-03-03 05:20:33.764,2026-03-03 05:20:33.762
scid-tid-mrsyk3w6-dxd3a1,tid-mrsyk3w6,Women's Tops,womens-tops,,212,t,0,2026-03-03 05:20:34.12,2026-03-03 05:20:34.118
scid-tid-mrsyk3w6-hpdlk0,tid-mrsyk3w6,Skincare,skincare,,6261,t,0,2026-03-03 05:20:34.47,2026-03-03 05:20:34.467
scid-tid-mrsyk3w6-yitxna,tid-mrsyk3w6,Apparel amp; Accessories,apparel-amp-accessories,,166,t,0,2026-03-03 05:20:34.818,2026-03-03 05:20:34.815
scid-tid-mrsyk3w6-kh7vl4,tid-mrsyk3w6,Drawing & Painting,drawing-painting,,500038,t,0,2026-03-03 05:20:35.148,2026-03-03 05:20:35.146
scid-tid-mrsyk3w6-evufmx,tid-mrsyk3w6,Arts amp; Entertainment,arts-amp-entertainment,,8,t,0,2026-03-03 05:20:35.515,2026-03-03 05:20:35.512
scid-tid-mrsyk3w6-2npt2r,tid-mrsyk3w6,Toys amp; Games,toys-amp-games,,1239,t,0,2026-03-03 05:20:35.866,2026-03-03 05:20:35.864
scid-tid-mrsyk3w6-dj2dvf,tid-mrsyk3w6,Juggling,juggling,,Juggling,t,0,2026-03-03 05:20:36.201,2026-03-03 05:20:36.198
scid-tid-mrsyk3w6-n6j8am,tid-mrsyk3w6,Craft Supplies,craft-supplies,,500038,t,1,2026-03-03 05:20:36.559,2026-03-03 05:20:36.556
scid-tid-mrsyk3w6-54u6xu,tid-mrsyk3w6,Haircare,haircare,,499992,t,1,2026-03-03 05:20:36.911,2026-03-03 05:20:36.908
scid-tid-mrsyk3w6-8kcfd2,tid-mrsyk3w6,Women's Bottoms,womens-bottoms,,6229,t,1,2026-03-03 05:20:37.25,2026-03-03 05:20:37.248
scid-tid-mrsyk3w6-cludox,tid-mrsyk3w6,Power Tools,power-tools,,2629,t,1,2026-03-03 05:20:37.592,2026-03-03 05:20:37.589
scid-tid-mrsyk3w6-6jnj91,tid-mrsyk3w6,Dresses,dresses,,5330,t,2,2026-03-03 05:20:37.963,2026-03-03 05:20:37.958
scid-tid-mrsyk3w6-sfd5jt,tid-mrsyk3w6,Sewing & Fabric,sewing-fabric,,4579,t,2,2026-03-03 05:20:38.334,2026-03-03 05:20:38.329
scid-tid-mrsyk3w6-efji5n,tid-mrsyk3w6,Makeup,makeup,,6306,t,2,2026-03-03 05:20:38.72,2026-03-03 05:20:38.716
scid-tid-mrsyk3w6-uvspix,tid-mrsyk3w6,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-03 05:20:39.118,2026-03-03 05:20:39.114
scid-tid-mrsyk3w6-tm3a1n,tid-mrsyk3w6,Men's Shirts,mens-shirts,,3794,t,3,2026-03-03 05:20:39.533,2026-03-03 05:20:39.53
scid-tid-mrsyk3w6-bg6xb8,tid-mrsyk3w6,Fragrance,fragrance,,2747,t,3,2026-03-03 05:20:39.936,2026-03-03 05:20:39.932
scid-tid-mrsyk3w6-q30957,tid-mrsyk3w6,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-03 05:20:40.315,2026-03-03 05:20:40.311
scid-tid-mrsyk3w6-3wrgn9,tid-mrsyk3w6,Kids Crafts,kids-crafts,,8168,t,3,2026-03-03 05:20:40.696,2026-03-03 05:20:40.692
scid-tid-mrsyk3w6-lusr9w,tid-mrsyk3w6,Electrical,electrical,,499932,t,4,2026-03-03 05:20:41.063,2026-03-03 05:20:41.057
scid-tid-mrsyk3w6-56zawv,tid-mrsyk3w6,Men's Pants,mens-pants,,3951,t,4,2026-03-03 05:20:41.515,2026-03-03 05:20:41.51
scid-tid-mrsyk3w6-5meqc1,tid-mrsyk3w6,Men's Grooming,mens-grooming,,8531,t,4,2026-03-03 05:20:41.907,2026-03-03 05:20:41.899
scid-tid-mrsyk3w6-wa6pim,tid-mrsyk3w6,Accessories,accessories,,5623,t,5,2026-03-03 05:20:42.271,2026-03-03 05:20:42.266
scid-tid-mrsyk3w6-1x1hz4,tid-mrsyk3w6,Shoes,shoes,,5567,t,6,2026-03-03 05:20:42.705,2026-03-03 05:20:42.698
scid-tid-m8ijkrnk-z1p1y9,tid-m8ijkrnk,Automation Control Components,automation-control-components,,,t,0,2026-03-23 16:26:15.182,2026-03-23 16:26:15.179
scid-tid-m8ijkrnk-u1fi47,tid-m8ijkrnk,Programmable Logic Controllers,programmable-logic-controllers,,,t,0,2026-03-23 16:26:35.583,2026-03-23 16:26:35.577
scid-tid-m8ijkrnk-5j81xy,tid-m8ijkrnk,Costume Shoes,costume-shoes,,,t,0,2026-03-23 16:27:15.99,2026-03-23 16:27:15.986
scid-tid-qki0mjdb-dxz4wg,tid-qki0mjdb,Baby Bathing,baby-bathing,,4678,t,0,2026-03-23 20:17:14.039,2026-03-23 20:17:14.038
scid-tid-qki0mjdb-d8dmm3,tid-qki0mjdb,Print Books,print-books,,543543,t,0,2026-03-25 17:36:33.137,2026-03-25 17:36:33.136
scid-tid-qki0mjdb-dffqst,tid-qki0mjdb,Linens amp; Bedding,linens-and-bedding,,4171,t,0,2026-03-25 17:42:12.57,2026-03-25 17:42:12.569
scid-tid-qki0mjdb-o0pobh,tid-qki0mjdb,Circuit Boards amp; Components,circuit-boards-and-components,,3702,t,0,2026-03-25 17:48:33.793,2026-03-25 17:48:33.792
cat-1774470888982-wxe26kfya,tid-qki0mjdb,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-25 20:34:48.985,2026-03-25 20:34:48.982
scid-tid-lt2t1wzu-qzvita,tid-lt2t1wzu,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-26 01:16:17.101,2026-03-26 01:16:17.099
scid-tid-042hi7ju-d5pbdo,tid-042hi7ju,Books & Media,books-media,,543543,t,4,2026-03-26 01:33:05.158,2026-03-26 01:33:05.157
scid-tid-042hi7ju-kp4mek,tid-042hi7ju,Home & Garden,home-garden,,3221,t,0,2026-03-26 01:33:07.552,2026-03-26 01:33:07.551
scid-tid-042hi7ju-twr9qf,tid-042hi7ju,Meat & Seafood,meat-seafood,,5813,t,2,2026-03-26 01:33:09.646,2026-03-26 01:33:09.644
scid-tid-042hi7ju-nl7zlx,tid-042hi7ju,Bakery,bakery,,5904,t,3,2026-03-26 01:33:11.806,2026-03-26 01:33:11.805
scid-tid-042hi7ju-6yqftx,tid-042hi7ju,Office Furniture,office-furniture,,6521,t,2,2026-03-26 01:33:15.646,2026-03-26 01:33:15.645
scid-tid-042hi7ju-8f2zgr,tid-042hi7ju,Dairy & Eggs,dairy-eggs,,543554,t,0,2026-03-26 01:33:17.748,2026-03-26 01:33:17.747
scid-tid-042hi7ju-tq8d6a,tid-042hi7ju,Health & Beauty,health-beauty,,6261,t,1,2026-03-26 01:33:19.484,2026-03-26 01:33:19.483
scid-tid-042hi7ju-jx0e4b,tid-042hi7ju,Storage Furniture,storage-furniture,,6358,t,4,2026-03-26 01:33:23.318,2026-03-26 01:33:23.317
scid-tid-042hi7ju-647lxu,tid-042hi7ju,Bedroom,bedroom,,4437,t,1,2026-03-26 01:33:25.408,2026-03-26 01:33:25.407
scid-tid-042hi7ju-wf8tw3,tid-042hi7ju,Frozen Foods,frozen-foods,,499991,t,4,2026-03-26 01:33:29.308,2026-03-26 01:33:29.306
scid-tid-042hi7ju-0biqxp,tid-042hi7ju,Toys & Games,toys-games,,1246,t,3,2026-03-26 01:33:31.406,2026-03-26 01:33:31.405
scid-tid-042hi7ju-h80buu,tid-042hi7ju,Sports & Outdoors,sports-outdoors,,499687,t,2,2026-03-26 01:33:36.287,2026-03-26 01:33:36.286
scid-tid-042hi7ju-4qpzv0,tid-042hi7ju,Produce,produce,,503759,t,1,2026-03-26 01:33:38.376,2026-03-26 01:33:38.375
scid-tid-042hi7ju-zfyz9a,tid-042hi7ju,Living Room,living-room,,6348,t,0,2026-03-26 01:33:47.545,2026-03-26 01:33:47.544
scid-tid-042hi7ju-rzthb9,tid-042hi7ju,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-26 01:33:54.528,2026-03-26 01:33:54.527
scid-tid-8622qs2t-l4dg9w,tid-8622qs2t,Snacks,snacks,,2392,t,6,2026-03-26 08:43:45.442,2026-03-26 08:43:45.439
scid-tid-8622qs2t-2t4czi,tid-8622qs2t,Pantry Staples,pantry-staples,,7000,t,7,2026-03-26 08:43:45.772,2026-03-26 08:43:45.768
scid-tid-8622qs2t-015u4h,tid-8622qs2t,Living Room Furniture Sets,living-room,,6348,t,0,2026-03-26 01:24:22.317,2026-03-26 01:24:22.315
scid-tid-8622qs2t-vqb0kh,tid-8622qs2t,Baby Belts,baby-belts,,5623,f,0,2026-03-26 09:39:34.079,2026-03-26 09:39:34.077
scid-tid-042hi7ju-daqp7y,tid-042hi7ju,Apparel amp; Accessories,apparel-amp-accessories,,166,t,0,2026-03-03 05:20:24.871,2026-03-26 15:16:47.691
scid-tid-042hi7ju-c3ww1h,tid-042hi7ju,Seasonings amp; Spices,seasonings-and-spices,,4608,t,0,2026-03-27 01:11:58.177,2026-03-27 01:11:58.176
scid-tid-fjwr30ib-fskik0,tid-fjwr30ib,Books & Media,books-media,,543543,t,4,2026-03-28 05:49:37.598,2026-03-28 05:49:37.597
scid-tid-fjwr30ib-g7c7zh,tid-fjwr30ib,Home & Garden,home-garden,,3221,t,0,2026-03-28 05:49:40.705,2026-03-28 05:49:40.704
scid-tid-fjwr30ib-z9qqyq,tid-fjwr30ib,Meat & Seafood,meat-seafood,,5813,t,2,2026-03-28 05:49:43.38,2026-03-28 05:49:43.379
scid-tid-fjwr30ib-b3kyby,tid-fjwr30ib,Bakery,bakery,,5904,t,3,2026-03-28 05:49:46.06,2026-03-28 05:49:46.059
scid-tid-fjwr30ib-yfd5z4,tid-fjwr30ib,Hand Tools,hand-tools,,6965,t,0,2026-03-28 05:49:48.735,2026-03-28 05:49:48.734
scid-tid-fjwr30ib-hw15al,tid-fjwr30ib,Office Furniture,office-furniture,,6521,t,2,2026-03-28 05:49:51.474,2026-03-28 05:49:51.473
scid-tid-fjwr30ib-yy5rlb,tid-fjwr30ib,Dairy & Eggs,dairy-eggs,,543554,t,0,2026-03-28 05:49:54.154,2026-03-28 05:49:54.153
scid-tid-fjwr30ib-zjt76p,tid-fjwr30ib,Health & Beauty,health-beauty,,6261,t,1,2026-03-28 05:49:56.49,2026-03-28 05:49:56.488
scid-tid-fjwr30ib-2j8dvo,tid-fjwr30ib,Electrical,electrical,,499932,t,4,2026-03-28 05:49:59.176,2026-03-28 05:49:59.175
scid-tid-fjwr30ib-ijevtg,tid-fjwr30ib,Storage Furniture,storage-furniture,,6358,t,4,2026-03-28 05:50:06.148,2026-03-28 05:50:06.147
scid-tid-fjwr30ib-8annyk,tid-fjwr30ib,Bedroom,bedroom,,4437,t,1,2026-03-28 05:50:08.904,2026-03-28 05:50:08.903
scid-tid-fjwr30ib-2b2t0s,tid-fjwr30ib,Frozen Foods,frozen-foods,,499991,t,4,2026-03-28 05:50:13.924,2026-03-28 05:50:13.923
scid-tid-fjwr30ib-epeb1i,tid-fjwr30ib,Toys & Games,toys-games,,1246,t,3,2026-03-28 05:50:16.606,2026-03-28 05:50:16.605
scid-tid-fjwr30ib-j16lzm,tid-fjwr30ib,Sports & Outdoors,sports-outdoors,,499687,t,2,2026-03-28 05:50:23.327,2026-03-28 05:50:23.326
scid-tid-fjwr30ib-cqm0ch,tid-fjwr30ib,Produce,produce,,503759,t,1,2026-03-28 05:50:25.999,2026-03-28 05:50:25.999
scid-tid-fjwr30ib-k3mf4a,tid-fjwr30ib,Paint & Supplies,paint-supplies,,328062,t,3,2026-03-28 05:50:28.679,2026-03-28 05:50:28.678
scid-tid-fjwr30ib-pl3gm7,tid-fjwr30ib,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-28 05:50:36.043,2026-03-28 05:50:36.042
scid-tid-fjwr30ib-itcfl9,tid-fjwr30ib,Living Room,living-room,,6348,t,0,2026-03-28 05:50:38.794,2026-03-28 05:50:38.793
scid-tid-fjwr30ib-qvl1cc,tid-fjwr30ib,Outdoor Furniture,outdoor-furniture,,6828,t,3,2026-03-28 05:50:48.325,2026-03-28 05:50:48.323
scid-tid-fjwr30ib-2fcxwh,tid-fjwr30ib,Power Tools,power-tools,,2629,t,1,2026-03-28 05:50:50.658,2026-03-28 05:50:50.657
scid-tid-r6cccpag-h642t4,tid-r6cccpag,Home & Kitchen,home-kitchen,,,t,0,2026-03-30 02:36:31.642,2026-03-30 02:36:31.64
scid-tid-r6cccpag-u5en20,tid-r6cccpag,Apparel,apparel,,,t,0,2026-03-30 02:36:31.978,2026-03-30 02:36:31.977
scid-tid-r6cccpag-hi82wz,tid-r6cccpag,Seasonal Specials,seasonal-specials,,,t,0,2026-03-30 03:12:24.591,2026-03-30 03:12:24.59
scid-tid-r6cccpag-spiv0x,tid-r6cccpag,Tech & Gadgets,tech-gadgets,,,t,0,2026-03-30 02:36:31.288,2026-03-30 03:13:02.23
scid-tid-r6cccpag-pqnluf,tid-r6cccpag,Electronics,electronics,,,t,0,2026-03-30 03:18:31.003,2026-03-30 03:18:31.001
scid-tid-fjwr30ib-9u35ud,tid-fjwr30ib,Electronics,electronics,,,t,0,2026-03-30 05:26:21.138,2026-03-30 05:26:21.137
scid-tid-fjwr30ib-a32tqf,tid-fjwr30ib,Home & Kitchen,home-kitchen,,,t,0,2026-03-30 05:26:21.76,2026-03-30 05:26:21.759
scid-tid-fjwr30ib-jkzo29,tid-fjwr30ib,Apparel,apparel,,,t,0,2026-03-30 05:26:22.381,2026-03-30 05:26:22.38
scid-tid-fjwr30ib-jqtl96,tid-fjwr30ib,Office Supplies,office-supplies,,,t,0,2026-03-30 05:26:23.311,2026-03-30 05:26:23.311
scid-tenant-1774885228681-psfbdq,tenant-1774885228681,Meat & Seafood,meat-seafood,,5813,t,2,2026-03-30 16:25:51.748,2026-03-30 16:25:51.747
scid-tenant-1774885228681-stjdhp,tenant-1774885228681,Produce,produce,,503759,t,1,2026-03-30 16:25:54.206,2026-03-30 16:25:54.205
scid-tenant-1774885228681-o6gt34,tenant-1774885228681,Frozen Foods,frozen-foods,,499991,t,4,2026-03-30 16:25:56.339,2026-03-30 16:25:56.338
scid-tenant-1774885228681-2ahw3w,tenant-1774885228681,Dairy & Eggs,dairy-eggs,,543554,t,0,2026-03-30 16:26:00.8,2026-03-30 16:26:00.799
scid-tenant-1774885228681-hfc0dk,tenant-1774885228681,Fasteners & Hardware,fasteners-hardware,,6145,t,2,2026-03-30 16:26:05.253,2026-03-30 16:26:05.252
