id,refresh_started_at,refresh_completed_at,refresh_duration_ms,status,error_message,records_affected,trigger_source
493,2025-12-11 07:26:58.799312+00,2025-12-11 07:26:58.799312+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
494,2025-12-11 07:26:59.343361+00,2025-12-11 07:26:59.343361+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
495,2025-12-11 07:26:59.886374+00,2025-12-11 07:26:59.886374+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
496,2025-12-11 07:27:00.434858+00,2025-12-11 07:27:00.434858+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
497,2025-12-11 07:27:00.97922+00,2025-12-11 07:27:00.97922+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
498,2025-12-11 07:27:01.526605+00,2025-12-11 07:27:01.526605+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
576,2025-12-11 20:04:55.915907+00,2025-12-11 20:04:55.915907+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
577,2025-12-11 20:06:41.970106+00,2025-12-11 20:06:41.970106+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
578,2025-12-11 20:06:59.920896+00,2025-12-11 20:06:59.920896+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
579,2025-12-11 20:07:26.03892+00,2025-12-11 20:07:26.03892+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
581,2025-12-11 20:12:02.55923+00,2025-12-11 20:12:02.55923+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
586,2025-12-11 20:13:52.566504+00,2025-12-11 20:13:52.566504+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
609,2025-12-12 08:13:28.599633+00,2025-12-12 08:13:28.599633+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
612,2025-12-12 08:13:28.785866+00,2025-12-12 08:13:28.785866+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
616,2025-12-12 08:13:29.008151+00,2025-12-12 08:13:29.008151+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
618,2025-12-12 08:13:48.986275+00,2025-12-12 08:13:48.986275+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
619,2025-12-12 08:13:48.986275+00,2025-12-12 08:13:48.986275+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
622,2025-12-12 08:16:57.679796+00,2025-12-12 08:16:57.679796+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
623,2025-12-12 08:16:57.679796+00,2025-12-12 08:16:57.679796+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
633,2025-12-12 09:59:08.10628+00,2025-12-12 09:59:08.10628+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
634,2025-12-12 09:59:08.470783+00,2025-12-12 09:59:08.470783+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
635,2025-12-12 09:59:08.827796+00,2025-12-12 09:59:08.827796+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
636,2025-12-12 09:59:09.184235+00,2025-12-12 09:59:09.184235+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
637,2025-12-12 09:59:24.864936+00,2025-12-12 09:59:24.864936+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
638,2025-12-12 09:59:40.900463+00,2025-12-12 09:59:40.900463+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
640,2025-12-12 10:00:18.724284+00,2025-12-12 10:00:18.724284+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
641,2025-12-12 10:00:34.520541+00,2025-12-12 10:00:34.520541+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
643,2025-12-12 10:01:11.496586+00,2025-12-12 10:01:11.496586+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
349,2025-12-11 06:51:53.311421+00,2025-12-11 06:51:53.311421+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
667,2025-12-12 13:10:42.284657+00,2025-12-12 13:10:42.284657+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
350,2025-12-11 06:51:53.671198+00,2025-12-11 06:51:53.671198+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
499,2025-12-11 16:20:29.748409+00,2025-12-11 16:20:29.748409+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
351,2025-12-11 06:51:54.025706+00,2025-12-11 06:51:54.025706+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
352,2025-12-11 06:51:54.381182+00,2025-12-11 06:51:54.381182+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
500,2025-12-11 16:20:30.34552+00,2025-12-11 16:20:30.34552+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
353,2025-12-11 06:51:54.735518+00,2025-12-11 06:51:54.735518+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
354,2025-12-11 06:51:55.088597+00,2025-12-11 06:51:55.088597+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
501,2025-12-11 16:20:30.900653+00,2025-12-11 16:20:30.900653+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
355,2025-12-11 06:51:55.44099+00,2025-12-11 06:51:55.44099+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
356,2025-12-11 06:51:55.830963+00,2025-12-11 06:51:55.830963+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
502,2025-12-11 16:20:31.45205+00,2025-12-11 16:20:31.45205+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
357,2025-12-11 06:51:56.185935+00,2025-12-11 06:51:56.185935+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
358,2025-12-11 06:51:56.538359+00,2025-12-11 06:51:56.538359+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
503,2025-12-11 16:20:32.00694+00,2025-12-11 16:20:32.00694+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
359,2025-12-11 06:51:56.893232+00,2025-12-11 06:51:56.893232+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
360,2025-12-11 06:51:57.249331+00,2025-12-11 06:51:57.249331+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
504,2025-12-11 16:20:32.55571+00,2025-12-11 16:20:32.55571+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
361,2025-12-11 06:51:57.602505+00,2025-12-11 06:51:57.602505+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
362,2025-12-11 06:51:57.954923+00,2025-12-11 06:51:57.954923+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
505,2025-12-11 16:20:33.110811+00,2025-12-11 16:20:33.110811+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
363,2025-12-11 06:51:58.305803+00,2025-12-11 06:51:58.305803+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
364,2025-12-11 06:51:58.661239+00,2025-12-11 06:51:58.661239+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
506,2025-12-11 16:20:33.660169+00,2025-12-11 16:20:33.660169+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
365,2025-12-11 06:51:59.015955+00,2025-12-11 06:51:59.015955+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
366,2025-12-11 06:51:59.371732+00,2025-12-11 06:51:59.371732+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
507,2025-12-11 16:20:34.226688+00,2025-12-11 16:20:34.226688+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
367,2025-12-11 06:51:59.72397+00,2025-12-11 06:51:59.72397+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
368,2025-12-11 06:52:00.079134+00,2025-12-11 06:52:00.079134+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
508,2025-12-11 16:20:34.779695+00,2025-12-11 16:20:34.779695+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
369,2025-12-11 06:52:00.434999+00,2025-12-11 06:52:00.434999+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
509,2025-12-11 16:20:35.328473+00,2025-12-11 16:20:35.328473+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
510,2025-12-11 16:20:35.879631+00,2025-12-11 16:20:35.879631+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
511,2025-12-11 16:20:36.438294+00,2025-12-11 16:20:36.438294+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
512,2025-12-11 16:20:36.992717+00,2025-12-11 16:20:36.992717+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
513,2025-12-11 16:20:37.557772+00,2025-12-11 16:20:37.557772+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
514,2025-12-11 16:20:38.109239+00,2025-12-11 16:20:38.109239+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
515,2025-12-11 16:20:38.66153+00,2025-12-11 16:20:38.66153+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
516,2025-12-11 16:20:39.219478+00,2025-12-11 16:20:39.219478+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
517,2025-12-11 16:20:39.773279+00,2025-12-11 16:20:39.773279+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
518,2025-12-11 16:20:40.323389+00,2025-12-11 16:20:40.323389+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
519,2025-12-11 16:20:40.878315+00,2025-12-11 16:20:40.878315+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
520,2025-12-11 16:20:41.449907+00,2025-12-11 16:20:41.449907+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
521,2025-12-11 16:20:42.001213+00,2025-12-11 16:20:42.001213+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
522,2025-12-11 16:20:42.554956+00,2025-12-11 16:20:42.554956+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
523,2025-12-11 16:20:43.104974+00,2025-12-11 16:20:43.104974+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
587,2025-12-12 03:00:00.127272+00,2025-12-12 03:00:00.127272+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
613,2025-12-12 08:13:28.82804+00,2025-12-12 08:13:28.82804+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
370,2025-12-11 07:00:48.187726+00,2025-12-11 07:00:48.187726+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
881,2025-12-18 15:41:53.958912+00,2025-12-18 15:41:53.958912+00,0,completed,,4,inventory_items
371,2025-12-11 07:00:57.028352+00,2025-12-11 07:00:57.028352+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
524,2025-12-11 16:27:28.695794+00,2025-12-11 16:27:28.695794+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
373,2025-12-11 07:01:23.58661+00,2025-12-11 07:01:23.58661+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
525,2025-12-11 16:27:29.076706+00,2025-12-11 16:27:29.076706+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
526,2025-12-11 16:27:29.445985+00,2025-12-11 16:27:29.445985+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
527,2025-12-11 16:27:29.806599+00,2025-12-11 16:27:29.806599+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
528,2025-12-11 16:27:30.160874+00,2025-12-11 16:27:30.160874+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
529,2025-12-11 16:27:30.515698+00,2025-12-11 16:27:30.515698+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
530,2025-12-11 16:27:30.87085+00,2025-12-11 16:27:30.87085+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
531,2025-12-11 16:27:31.226874+00,2025-12-11 16:27:31.226874+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
532,2025-12-11 16:27:31.580372+00,2025-12-11 16:27:31.580372+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
533,2025-12-11 16:27:31.940384+00,2025-12-11 16:27:31.940384+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
534,2025-12-11 16:27:32.292769+00,2025-12-11 16:27:32.292769+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
535,2025-12-11 16:27:32.654058+00,2025-12-11 16:27:32.654058+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
536,2025-12-11 16:27:33.014105+00,2025-12-11 16:27:33.014105+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
537,2025-12-11 16:27:33.369644+00,2025-12-11 16:27:33.369644+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
538,2025-12-11 16:27:33.72837+00,2025-12-11 16:27:33.72837+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
539,2025-12-11 16:27:34.085452+00,2025-12-11 16:27:34.085452+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
540,2025-12-11 16:27:34.440007+00,2025-12-11 16:27:34.440007+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
541,2025-12-11 16:27:34.797893+00,2025-12-11 16:27:34.797893+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
542,2025-12-11 16:27:35.153618+00,2025-12-11 16:27:35.153618+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
543,2025-12-11 16:27:35.509956+00,2025-12-11 16:27:35.509956+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
544,2025-12-11 16:27:35.865645+00,2025-12-11 16:27:35.865645+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
545,2025-12-11 16:27:36.222901+00,2025-12-11 16:27:36.222901+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
546,2025-12-11 16:27:36.587197+00,2025-12-11 16:27:36.587197+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
547,2025-12-11 16:27:36.943878+00,2025-12-11 16:27:36.943878+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
548,2025-12-11 16:27:37.295779+00,2025-12-11 16:27:37.295779+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
588,2025-12-12 08:09:33.374713+00,2025-12-12 08:09:33.374713+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
589,2025-12-12 08:09:33.675883+00,2025-12-12 08:09:33.675883+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
590,2025-12-12 08:09:33.876422+00,2025-12-12 08:09:33.876422+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
591,2025-12-12 08:09:34.125895+00,2025-12-12 08:09:34.125895+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
592,2025-12-12 08:09:34.310157+00,2025-12-12 08:09:34.310157+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
593,2025-12-12 08:09:34.496445+00,2025-12-12 08:09:34.496445+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
594,2025-12-12 08:09:34.685008+00,2025-12-12 08:09:34.685008+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
595,2025-12-12 08:09:34.869707+00,2025-12-12 08:09:34.869707+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
596,2025-12-12 08:09:35.054926+00,2025-12-12 08:09:35.054926+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
597,2025-12-12 08:09:35.243956+00,2025-12-12 08:09:35.243956+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
598,2025-12-12 08:09:53.534429+00,2025-12-12 08:09:53.534429+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
599,2025-12-12 08:10:13.804028+00,2025-12-12 08:10:13.804028+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
600,2025-12-12 08:10:33.429233+00,2025-12-12 08:10:33.429233+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
601,2025-12-12 08:10:53.20451+00,2025-12-12 08:10:53.20451+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
602,2025-12-12 08:11:17.068516+00,2025-12-12 08:11:17.068516+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
603,2025-12-12 08:11:37.552529+00,2025-12-12 08:11:37.552529+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
604,2025-12-12 08:11:54.2666+00,2025-12-12 08:11:54.2666+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
605,2025-12-12 08:12:13.652074+00,2025-12-12 08:12:13.652074+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
606,2025-12-12 08:12:28.696639+00,2025-12-12 08:12:28.696639+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
607,2025-12-12 08:12:52.150645+00,2025-12-12 08:12:52.150645+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
372,2025-12-11 07:01:07.474774+00,2025-12-11 07:01:07.474774+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
668,2025-12-12 13:11:05.530206+00,2025-12-12 13:11:05.530206+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
374,2025-12-11 07:02:45.436748+00,2025-12-11 07:02:45.436748+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
549,2025-12-11 16:33:55.808037+00,2025-12-11 16:33:55.808037+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,tenants
375,2025-12-11 07:02:45.863126+00,2025-12-11 07:02:45.863126+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
683,2025-12-12 13:18:26.059384+00,2025-12-12 13:18:26.059384+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
376,2025-12-11 07:02:46.292829+00,2025-12-11 07:02:46.292829+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
608,2025-12-12 08:13:28.595636+00,2025-12-12 08:13:28.595636+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
377,2025-12-11 07:02:46.68217+00,2025-12-11 07:02:46.68217+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
378,2025-12-11 07:02:47.07059+00,2025-12-11 07:02:47.07059+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
620,2025-12-12 08:16:48.564922+00,2025-12-12 08:16:48.564922+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
379,2025-12-11 07:02:47.455282+00,2025-12-11 07:02:47.455282+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
684,2025-12-12 13:18:27.144787+00,2025-12-12 13:18:27.144787+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
380,2025-12-11 07:02:47.839081+00,2025-12-11 07:02:47.839081+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
621,2025-12-12 08:16:48.564922+00,2025-12-12 08:16:48.564922+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
381,2025-12-11 07:02:48.222604+00,2025-12-11 07:02:48.222604+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
382,2025-12-11 07:02:48.610196+00,2025-12-11 07:02:48.610196+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
624,2025-12-12 09:48:09.173926+00,2025-12-12 09:48:09.173926+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
383,2025-12-11 07:02:48.995641+00,2025-12-11 07:02:48.995641+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
685,2025-12-12 13:18:28.228357+00,2025-12-12 13:18:28.228357+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
384,2025-12-11 07:02:49.381847+00,2025-12-11 07:02:49.381847+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
625,2025-12-12 09:48:09.173926+00,2025-12-12 09:48:09.173926+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
385,2025-12-11 07:02:49.771097+00,2025-12-11 07:02:49.771097+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
386,2025-12-11 07:02:50.157398+00,2025-12-11 07:02:50.157398+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
626,2025-12-12 09:49:43.098506+00,2025-12-12 09:49:43.098506+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
387,2025-12-11 07:02:50.540869+00,2025-12-11 07:02:50.540869+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
686,2025-12-12 13:18:29.313834+00,2025-12-12 13:18:29.313834+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
388,2025-12-11 07:02:50.922718+00,2025-12-11 07:02:50.922718+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
627,2025-12-12 09:49:43.098506+00,2025-12-12 09:49:43.098506+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
389,2025-12-11 07:02:51.304609+00,2025-12-11 07:02:51.304609+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
390,2025-12-11 07:02:51.689571+00,2025-12-11 07:02:51.689571+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
630,2025-12-12 09:56:46.943755+00,2025-12-12 09:56:46.943755+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
391,2025-12-11 07:02:52.072591+00,2025-12-11 07:02:52.072591+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
392,2025-12-11 07:02:52.453129+00,2025-12-11 07:02:52.453129+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
631,2025-12-12 09:56:46.943755+00,2025-12-12 09:56:46.943755+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,directory_settings
393,2025-12-11 07:02:52.864141+00,2025-12-11 07:02:52.864141+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
642,2025-12-12 10:01:11.486268+00,2025-12-12 10:01:11.486268+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
394,2025-12-11 07:02:53.529602+00,2025-12-11 07:02:53.529602+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
650,2025-12-12 10:01:11.848169+00,2025-12-12 10:01:11.848169+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
395,2025-12-11 07:02:53.892081+00,2025-12-11 07:02:53.892081+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
396,2025-12-11 07:02:54.25403+00,2025-12-11 07:02:54.25403+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
651,2025-12-12 10:01:11.850562+00,2025-12-12 10:01:11.850562+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
397,2025-12-11 07:02:54.608051+00,2025-12-11 07:02:54.608051+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
654,2025-12-12 10:01:11.882526+00,2025-12-12 10:01:11.882526+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
398,2025-12-11 07:02:54.964014+00,2025-12-11 07:02:54.964014+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
657,2025-12-12 10:01:12.137206+00,2025-12-12 10:01:12.137206+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
662,2025-12-12 10:01:12.218881+00,2025-12-12 10:01:12.218881+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
761,2025-12-14 08:23:08.292643+00,2025-12-14 08:23:08.292643+00,0,completed,,4,inventory_items
663,2025-12-12 10:01:12.224103+00,2025-12-12 10:01:12.224103+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
764,2025-12-14 08:40:56.52964+00,2025-12-14 08:40:56.52964+00,0,completed,,4,directory_settings
399,2025-12-11 07:05:18.527483+00,2025-12-11 07:05:18.527483+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
1265,2025-12-22 10:49:49.745855+00,2025-12-22 10:49:49.745855+00,0,completed,,3,inventory_items
400,2025-12-11 07:05:18.997014+00,2025-12-11 07:05:18.997014+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
550,2025-12-11 16:35:55.499424+00,2025-12-11 16:35:55.499424+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
